ChemicalName,ChemicalID,DiseaseName,DiseaseID
Piroxicam,D010894,Neoplasms,MESH:D009369
Piroxicam,D010894,Osteoarthritis,MESH:D010003
Piroxicam,D010894,"Osteoarthritis, Hip",MESH:D015207
Piroxicam,D010894,Pain,MESH:D010146
Piroxicam,D010894,"Pain, Postoperative",MESH:D010149
Piroxicam,D010894,Pneumonia,MESH:D011014
Piroxicam,D010894,Urinary Bladder Neoplasms,MESH:D001749
Piroxicam,D010894,"Uveitis, Anterior",MESH:D014606
piroximone,C039686,Coronary Artery Disease,MESH:D003324
piroximone,C039686,Heart Failure,MESH:D006333
pirprofen,C008924,"Arthritis, Rheumatoid",MESH:D001172
pistagremic acid,C581170,Leishmaniasis,MESH:D007896
pitavastatin,C108475,Cognition Disorders,MESH:D003072
pitavastatin,C108475,Heart Failure,MESH:D006333
pitavastatin,C108475,Proteinuria,MESH:D011507
pitolisant,C516975,Cognition Disorders,MESH:D003072
pitolisant,C516975,Epilepsy,MESH:D004827
pitolisant,C516975,Schizophrenia,MESH:D012559
pitolisant,C516975,Tuberculosis,MESH:D014376
Pizotyline,D010918,Headache,MESH:D006261
Pizotyline,D010918,Migraine Disorders,MESH:D008881
PK 11195,C037850,Multiple Myeloma,MESH:D009101
PK 11195,C037850,Seizures,MESH:D012640
PKF115-584,C538949,Neoplasm Metastasis,MESH:D009362
PKF118-310,C548732,Breast Neoplasms,MESH:D001943
PKI 166,C410026,Mouth Neoplasms,MESH:D009062
plantamajoside,C421173,Cardiomegaly,MESH:D006332
plantamajoside,C421173,Fibrosis,MESH:D005355
plantamajoside,C421173,"Hypertrophy, Left Ventricular",MESH:D017379
"plant extract, Puerariae Radix",C442842,Pulmonary Fibrosis,MESH:D011658
Plant Extracts,D010936,Acinetobacter Infections,MESH:D000151
Plant Extracts,D010936,Acute Kidney Injury,MESH:D058186
Plant Extracts,D010936,Acute Lung Injury,MESH:D055371
Plant Extracts,D010936,Adenoma,MESH:D000236
Plant Extracts,D010936,Adenomatous Polyposis Coli,MESH:D011125
Plant Extracts,D010936,Alzheimer Disease,MESH:D000544
Plant Extracts,D010936,Amnesia,MESH:D000647
Plant Extracts,D010936,"Amnesia, Anterograde",MESH:D020324
Plant Extracts,D010936,"Amnesia, Retrograde",MESH:D000648
Plant Extracts,D010936,Anaphylaxis,MESH:D000707
Plant Extracts,D010936,Anemia,MESH:D000740
Plant Extracts,D010936,Anhedonia,MESH:D059445
Plant Extracts,D010936,Anxiety Disorders,MESH:D001008
Plant Extracts,D010936,"Arrhythmias, Cardiac",MESH:D001145
Plant Extracts,D010936,"Arthritis, Experimental",MESH:D001169
Plant Extracts,D010936,"Arthritis, Rheumatoid",MESH:D001172
Plant Extracts,D010936,Ascites,MESH:D001201
Plant Extracts,D010936,Ataxia,MESH:D001259
Plant Extracts,D010936,Attention Deficit Disorder with Hyperactivity,MESH:D001289
Plant Extracts,D010936,Blepharoptosis,MESH:D001763
Plant Extracts,D010936,Brain Ischemia,MESH:D002545
Plant Extracts,D010936,Breast Neoplasms,MESH:D001943
Plant Extracts,D010936,"Burns, Chemical",MESH:D002057
Plant Extracts,D010936,Candidiasis,MESH:D002177
Plant Extracts,D010936,Carcinoma,MESH:D002277
Plant Extracts,D010936,"Carcinoma, Ehrlich Tumor",MESH:D002286
Plant Extracts,D010936,"Carcinoma, Hepatocellular",MESH:D006528
Plant Extracts,D010936,"Carcinoma, Non-Small-Cell Lung",MESH:D002289
Plant Extracts,D010936,Cardiomegaly,MESH:D006332
Plant Extracts,D010936,Cardiomyopathies,MESH:D009202
Plant Extracts,D010936,"Cardiomyopathy, Alcoholic",MESH:D002310
Plant Extracts,D010936,Cardiotoxicity,MESH:D066126
Plant Extracts,D010936,Catalepsy,MESH:D002375
Plant Extracts,D010936,Catatonia,MESH:D002389
Plant Extracts,D010936,"Cell Transformation, Neoplastic",MESH:D002471
Plant Extracts,D010936,Chemical and Drug Induced Liver Injury,MESH:D056486
Plant Extracts,D010936,"Chemical and Drug Induced Liver Injury, Chronic",MESH:D056487
Plant Extracts,D010936,"Cholestasis, progressive familial intrahepatic 3",MESH:C535935
Plant Extracts,D010936,Chromosome Breakage,MESH:D019457
Plant Extracts,D010936,Cognition Disorders,MESH:D003072
Plant Extracts,D010936,Cognitive Dysfunction,MESH:D060825
Plant Extracts,D010936,Colitis,MESH:D003092
Plant Extracts,D010936,"Colitis, Ulcerative",MESH:D003093
Plant Extracts,D010936,Colonic Neoplasms,MESH:D003110
Plant Extracts,D010936,Common Cold,MESH:D003139
Plant Extracts,D010936,Consciousness Disorders,MESH:D003244
Plant Extracts,D010936,Constipation,MESH:D003248
Plant Extracts,D010936,Cough,MESH:D003371
Plant Extracts,D010936,Cystitis,MESH:D003556
Plant Extracts,D010936,Death,MESH:D003643
Plant Extracts,D010936,Dental Caries,MESH:D003731
Plant Extracts,D010936,Depressive Disorder,MESH:D003866
Plant Extracts,D010936,Dermatitis,MESH:D003872
Plant Extracts,D010936,"Dermatitis, Atopic",MESH:D003876
Plant Extracts,D010936,"Dermatitis, Phototoxic",MESH:D017484
Plant Extracts,D010936,Diabetes Mellitus,MESH:D003920
Plant Extracts,D010936,"Diabetes Mellitus, Experimental",MESH:D003921
Plant Extracts,D010936,"Diabetes Mellitus, Type 2",MESH:D003924
Plant Extracts,D010936,Diabetic Nephropathies,MESH:D003928
Plant Extracts,D010936,Diabetic Neuropathies,MESH:D003929
Plant Extracts,D010936,Diarrhea,MESH:D003967
Plant Extracts,D010936,"Disease Models, Animal",MESH:D004195
Plant Extracts,D010936,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
Plant Extracts,D010936,"Dyskinesia, Drug-Induced",MESH:D004409
Plant Extracts,D010936,Dyslipidemias,MESH:D050171
Plant Extracts,D010936,Dysmenorrhea,MESH:D004412
Plant Extracts,D010936,Edema,MESH:D004487
Plant Extracts,D010936,"Edema, Cardiac",MESH:D004489
Plant Extracts,D010936,Endomyocardial Fibrosis,MESH:D004719
Plant Extracts,D010936,Epilepsy,MESH:D004827
Plant Extracts,D010936,"Epilepsy, Temporal Lobe",MESH:D004833
Plant Extracts,D010936,"Epilepsy, Tonic-Clonic",MESH:D004830
Plant Extracts,D010936,Erectile Dysfunction,MESH:D007172
Plant Extracts,D010936,Erythema,MESH:D004890
Plant Extracts,D010936,Escherichia coli Infections,MESH:D004927
Plant Extracts,D010936,Fatty Liver,MESH:D005234
Plant Extracts,D010936,"Fatty Liver, Alcoholic",MESH:D005235
Plant Extracts,D010936,Fever,MESH:D005334
Plant Extracts,D010936,Gliosis,MESH:D005911
Plant Extracts,D010936,Glucose Intolerance,MESH:D018149
Plant Extracts,D010936,Halitosis,MESH:D006209
Plant Extracts,D010936,Heart Diseases,MESH:D006331
Plant Extracts,D010936,Heart Failure,MESH:D006333
Plant Extracts,D010936,Hemorrhage,MESH:D006470
Plant Extracts,D010936,Hepatomegaly,MESH:D006529
Plant Extracts,D010936,Herpes Simplex,MESH:D006561
Plant Extracts,D010936,HIV Infections,MESH:D015658
Plant Extracts,D010936,Hot Flashes,MESH:D019584
Plant Extracts,D010936,Hyperalgesia,MESH:D006930
Plant Extracts,D010936,Hypercholesterolemia,MESH:D006937
Plant Extracts,D010936,Hyperemia,MESH:D006940
Plant Extracts,D010936,Hyperglycemia,MESH:D006943
Plant Extracts,D010936,Hyperhomocysteinemia,MESH:D020138
Plant Extracts,D010936,Hyperinsulinism,MESH:D006946
Plant Extracts,D010936,Hyperkinesis,MESH:D006948
Plant Extracts,D010936,Hyperlipidemias,MESH:D006949
Plant Extracts,D010936,Hyperplasia,MESH:D006965
Plant Extracts,D010936,Hypersensitivity,MESH:D006967
Plant Extracts,D010936,Hypertension,MESH:D006973
Plant Extracts,D010936,Hypertriglyceridemia,MESH:D015228
Plant Extracts,D010936,Hypertrophy,MESH:D006984
Plant Extracts,D010936,"Hypertrophy, Left Ventricular",MESH:D017379
Plant Extracts,D010936,Hyperuricemia,MESH:D033461
Plant Extracts,D010936,Hypesthesia,MESH:D006987
Plant Extracts,D010936,Hypokinesia,MESH:D018476
Plant Extracts,D010936,Hypothermia,MESH:D007035
Plant Extracts,D010936,Hypothyroidism,MESH:D007037
Plant Extracts,D010936,"Hypoxia, Brain",MESH:D002534
Plant Extracts,D010936,Inflammation,MESH:D007249
Plant Extracts,D010936,Insulin Resistance,MESH:D007333
Plant Extracts,D010936,Intestinal Neoplasms,MESH:D007414
Plant Extracts,D010936,Intestinal Polyps,MESH:D007417
Plant Extracts,D010936,Kidney Diseases,MESH:D007674
Plant Extracts,D010936,Learning Disabilities,MESH:D007859
Plant Extracts,D010936,Leukemia,MESH:D007938
Plant Extracts,D010936,"Leukemia, Experimental",MESH:D007942
Plant Extracts,D010936,Liver Cirrhosis,MESH:D008103
Plant Extracts,D010936,"Liver Cirrhosis, Experimental",MESH:D008106
Plant Extracts,D010936,Liver Diseases,MESH:D008107
Plant Extracts,D010936,"Liver Diseases, Alcoholic",MESH:D008108
Plant Extracts,D010936,Liver Neoplasms,MESH:D008113
Plant Extracts,D010936,"Liver Neoplasms, Experimental",MESH:D008114
Plant Extracts,D010936,Lung Diseases,MESH:D008171
Plant Extracts,D010936,Lung Injury,MESH:D055370
Plant Extracts,D010936,Lung Neoplasms,MESH:D008175
Plant Extracts,D010936,Melanoma,MESH:D008545
Plant Extracts,D010936,"Melanoma, Experimental",MESH:D008546
Plant Extracts,D010936,Memory Disorders,MESH:D008569
Plant Extracts,D010936,Metabolic Diseases,MESH:D008659
Plant Extracts,D010936,Metabolic Syndrome,MESH:D024821
Plant Extracts,D010936,"Micronuclei, Chromosome-Defective",MESH:D048629
Plant Extracts,D010936,Mitochondrial Diseases,MESH:D028361
Plant Extracts,D010936,Morphine Dependence,MESH:D009021
Plant Extracts,D010936,Motor Skills Disorders,MESH:D019957
Plant Extracts,D010936,Mouth Neoplasms,MESH:D009062
Plant Extracts,D010936,Myocardial Infarction,MESH:D009203
Plant Extracts,D010936,Myocardial Ischemia,MESH:D017202
Plant Extracts,D010936,Narcolepsy,MESH:D009290
Plant Extracts,D010936,Necrosis,MESH:D009336
Plant Extracts,D010936,Neoplasm Invasiveness,MESH:D009361
Plant Extracts,D010936,Neoplasm Metastasis,MESH:D009362
Plant Extracts,D010936,Neoplasms,MESH:D009369
Plant Extracts,D010936,"Neoplasms, Experimental",MESH:D009374
Plant Extracts,D010936,"Neoplasms, Radiation-Induced",MESH:D009381
Plant Extracts,D010936,Nerve Degeneration,MESH:D009410
Plant Extracts,D010936,Neuralgia,MESH:D009437
Plant Extracts,D010936,Neurobehavioral Manifestations,MESH:D019954
Plant Extracts,D010936,Neurodegenerative Diseases,MESH:D019636
Plant Extracts,D010936,Neurotoxicity Syndromes,MESH:D020258
Plant Extracts,D010936,Non-alcoholic Fatty Liver Disease,MESH:D065626
Plant Extracts,D010936,Obesity,MESH:D009765
Plant Extracts,D010936,Ocular Hypertension,MESH:D009798
Plant Extracts,D010936,Oligospermia,MESH:D009845
Plant Extracts,D010936,Osteoporosis,MESH:D010024
Plant Extracts,D010936,Osteosarcoma,MESH:D012516
Plant Extracts,D010936,Pain,MESH:D010146
Plant Extracts,D010936,Pancreatic Diseases,MESH:D010182
Plant Extracts,D010936,Papilloma,MESH:D010212
Plant Extracts,D010936,Parkinsonian Disorders,MESH:D020734
Plant Extracts,D010936,Peripheral Nervous System Diseases,MESH:D010523
Plant Extracts,D010936,"Plaque, Atherosclerotic",MESH:D058226
Plant Extracts,D010936,Precancerous Conditions,MESH:D011230
Plant Extracts,D010936,Prostatic Hyperplasia,MESH:D011470
Plant Extracts,D010936,Prostatic Neoplasms,MESH:D011471
Plant Extracts,D010936,Prostatitis,MESH:D011472
Plant Extracts,D010936,Proteus Infections,MESH:D011512
Plant Extracts,D010936,Pruritus,MESH:D011537
Plant Extracts,D010936,Pseudomonas Infections,MESH:D011552
Plant Extracts,D010936,Pulmonary Fibrosis,MESH:D011658
Plant Extracts,D010936,"Radiation Injuries, Experimental",MESH:D011833
Plant Extracts,D010936,Renal Insufficiency,MESH:D051437
Plant Extracts,D010936,Respiratory Tract Diseases,MESH:D012140
Plant Extracts,D010936,Rheumatic Diseases,MESH:D012216
Plant Extracts,D010936,Salmonella Infections,MESH:D012480
Plant Extracts,D010936,"Salmonella Infections, Animal",MESH:D012481
Plant Extracts,D010936,Seizures,MESH:D012640
Plant Extracts,D010936,Sepsis,MESH:D018805
Plant Extracts,D010936,Skin Neoplasms,MESH:D012878
Plant Extracts,D010936,Sleep Initiation and Maintenance Disorders,MESH:D007319
Plant Extracts,D010936,Spasm,MESH:D013035
Plant Extracts,D010936,Splenic Diseases,MESH:D013158
Plant Extracts,D010936,Staphylococcal Infections,MESH:D013203
Plant Extracts,D010936,Stereotypic Movement Disorder,MESH:D019956
Plant Extracts,D010936,Stomach Neoplasms,MESH:D013274
Plant Extracts,D010936,Stomach Ulcer,MESH:D013276
Plant Extracts,D010936,Substance Withdrawal Syndrome,MESH:D013375
Plant Extracts,D010936,Syncope,MESH:D013575
Plant Extracts,D010936,"Tachycardia, Ventricular",MESH:D017180
Plant Extracts,D010936,Temporomandibular Joint Disorders,MESH:D013705
Plant Extracts,D010936,Testicular Diseases,MESH:D013733
Plant Extracts,D010936,Thrombosis,MESH:D013927
Plant Extracts,D010936,Tic Disorders,MESH:D013981
Plant Extracts,D010936,Tremor,MESH:D014202
Plant Extracts,D010936,Triple Negative Breast Neoplasms,MESH:D064726
Plant Extracts,D010936,Uremia,MESH:D014511
Plant Extracts,D010936,Urinary Bladder Diseases,MESH:D001745
Plant Extracts,D010936,"Ventricular Dysfunction, Left",MESH:D018487
Plant Extracts,D010936,Ventricular Premature Complexes,MESH:D018879
Plant Extracts,D010936,Ventricular Remodeling,MESH:D020257
Plant Extracts,D010936,Vomiting,MESH:D014839
Plant Extracts,D010936,Weight Gain,MESH:D015430
Plant Extracts,D010936,Weight Loss,MESH:D015431
Plant Extracts,D010936,Wounds and Injuries,MESH:D014947
Plant Oils,D010938,Atherosclerosis,MESH:D050197
Plant Oils,D010938,Breast Neoplasms,MESH:D001943
Plant Oils,D010938,"Carcinoma, Ehrlich Tumor",MESH:D002286
Plant Oils,D010938,Chemical and Drug Induced Liver Injury,MESH:D056486
Plant Oils,D010938,Colonic Neoplasms,MESH:D003110
Plant Oils,D010938,Cystitis,MESH:D003556
Plant Oils,D010938,Edema,MESH:D004487
Plant Oils,D010938,Headache,MESH:D006261
Plant Oils,D010938,"Hearing Loss, Noise-Induced",MESH:D006317
Plant Oils,D010938,Heart Diseases,MESH:D006331
Plant Oils,D010938,Hemorrhage,MESH:D006470
Plant Oils,D010938,Hypertrophy,MESH:D006984
Plant Oils,D010938,Immune System Diseases,MESH:D007154
Plant Oils,D010938,Inflammation,MESH:D007249
Plant Oils,D010938,"Liver Neoplasms, Experimental",MESH:D008114
Plant Oils,D010938,Sarcoma 180,MESH:D012510
Plant Oils,D010938,Seizures,MESH:D012640
Plant Oils,D010938,Somatosensory Disorders,MESH:D020886
Plant Oils,D010938,Stomach Ulcer,MESH:D013276
Plant Oils,D010938,Weight Gain,MESH:D015430
Plant Oils,D010938,Wounds and Injuries,MESH:D014947
Plant Preparations,D028321,Albuminuria,MESH:D000419
Plant Preparations,D028321,Alzheimer Disease,MESH:D000544
Plant Preparations,D028321,Amnesia,MESH:D000647
Plant Preparations,D028321,Anaphylaxis,MESH:D000707
Plant Preparations,D028321,Anemia,MESH:D000740
Plant Preparations,D028321,Anorexia,MESH:D000855
Plant Preparations,D028321,Arsenic Poisoning,MESH:D020261
Plant Preparations,D028321,Asthma,MESH:D001249
Plant Preparations,D028321,Brain Injuries,MESH:D001930
Plant Preparations,D028321,Breast Neoplasms,MESH:D001943
Plant Preparations,D028321,Bronchial Hyperreactivity,MESH:D016535
Plant Preparations,D028321,"Carcinoma, Hepatocellular",MESH:D006528
Plant Preparations,D028321,Cardiomegaly,MESH:D006332
Plant Preparations,D028321,Cardiomyopathies,MESH:D009202
Plant Preparations,D028321,Cardiovascular Diseases,MESH:D002318
Plant Preparations,D028321,Carotid Stenosis,MESH:D016893
Plant Preparations,D028321,Catalepsy,MESH:D002375
Plant Preparations,D028321,Chemical and Drug Induced Liver Injury,MESH:D056486
Plant Preparations,D028321,Cocaine-Related Disorders,MESH:D019970
Plant Preparations,D028321,Cognition Disorders,MESH:D003072
Plant Preparations,D028321,Colonic Neoplasms,MESH:D003110
Plant Preparations,D028321,Coronary Artery Disease,MESH:D003324
Plant Preparations,D028321,Dental Plaque,MESH:D003773
Plant Preparations,D028321,Diabetes Mellitus,MESH:D003920
Plant Preparations,D028321,"Diabetes Mellitus, Experimental",MESH:D003921
Plant Preparations,D028321,"Diverticulitis, Colonic",MESH:D004239
Plant Preparations,D028321,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
Plant Preparations,D028321,Endomyocardial Fibrosis,MESH:D004719
Plant Preparations,D028321,Endotoxemia,MESH:D019446
Plant Preparations,D028321,Esophageal Neoplasms,MESH:D004938
Plant Preparations,D028321,Fever,MESH:D005334
Plant Preparations,D028321,Gastritis,MESH:D005756
Plant Preparations,D028321,Gingivitis,MESH:D005891
Plant Preparations,D028321,Heart Diseases,MESH:D006331
Plant Preparations,D028321,Hepatomegaly,MESH:D006529
Plant Preparations,D028321,Hypercholesterolemia,MESH:D006937
Plant Preparations,D028321,Hyperglycemia,MESH:D006943
Plant Preparations,D028321,Hyperkinesis,MESH:D006948
Plant Preparations,D028321,Hypokinesia,MESH:D018476
Plant Preparations,D028321,IMMUNE SUPPRESSION,OMIM:146850
Plant Preparations,D028321,Inflammation,MESH:D007249
Plant Preparations,D028321,Insulin Resistance,MESH:D007333
Plant Preparations,D028321,Kidney Diseases,MESH:D007674
Plant Preparations,D028321,Learning Disabilities,MESH:D007859
Plant Preparations,D028321,Leukopenia,MESH:D007970
Plant Preparations,D028321,"Liver Cirrhosis, Experimental",MESH:D008106
Plant Preparations,D028321,Liver Diseases,MESH:D008107
Plant Preparations,D028321,"Liver Neoplasms, Experimental",MESH:D008114
Plant Preparations,D028321,Memory Disorders,MESH:D008569
Plant Preparations,D028321,Movement Disorders,MESH:D009069
Plant Preparations,D028321,Muscular Diseases,MESH:D009135
Plant Preparations,D028321,Neoplasms,MESH:D009369
Plant Preparations,D028321,"Neoplasms, Experimental",MESH:D009374
Plant Preparations,D028321,Non-alcoholic Fatty Liver Disease,MESH:D065626
Plant Preparations,D028321,Pancreatic Diseases,MESH:D010182
Plant Preparations,D028321,Parkinsonian Disorders,MESH:D020734
Plant Preparations,D028321,Pica,MESH:D010842
Plant Preparations,D028321,Poisoning,MESH:D011041
Plant Preparations,D028321,Prenatal Injuries,MESH:D049188
Plant Preparations,D028321,Proteinuria,MESH:D011507
Plant Preparations,D028321,Seizures,MESH:D012640
Plant Preparations,D028321,Skin Diseases,MESH:D012871
Plant Preparations,D028321,Splenomegaly,MESH:D013163
Plant Preparations,D028321,Substance Withdrawal Syndrome,MESH:D013375
Plant Preparations,D028321,Urinary Bladder Neoplasms,MESH:D001749
Plant Preparations,D028321,Weight Gain,MESH:D015430
Plant Preparations,D028321,Weight Loss,MESH:D015431
Plasma Substitutes,D010952,Hypovolemia,MESH:D020896
Plasma Substitutes,D010952,Shock,MESH:D012769
plastochromanol 8,C013649,Carcinogenesis,MESH:D063646
plastochromanol 8,C013649,"Melanoma, Experimental",MESH:D008546
plastochromanol 8,C013649,Myocardial Reperfusion Injury,MESH:D015428
plastochromanol 8,C013649,Radiation Injuries,MESH:D011832
Plastoquinone,D010971,Stomach Ulcer,MESH:D013276
Platelet Aggregation Inhibitors,D010975,Brain Diseases,MESH:D001927
Platelet Aggregation Inhibitors,D010975,Cocaine-Related Disorders,MESH:D019970
Platelet Aggregation Inhibitors,D010975,Coronary Artery Disease,MESH:D003324
Platelet Aggregation Inhibitors,D010975,Coronary Restenosis,MESH:D023903
Platelet Aggregation Inhibitors,D010975,Coronary Thrombosis,MESH:D003328
Platelet Aggregation Inhibitors,D010975,Glomerulonephritis,MESH:D005921
Platinum,D010984,Leukemia L1210,MESH:D007939
Platinum,D010984,Melanoma,MESH:D008545
Platinum,D010984,Neuroblastoma,MESH:D009447
Platinum,D010984,Testicular Neoplasms,MESH:D013736
Platinum Compounds,D017671,"Carcinoma, Non-Small-Cell Lung",MESH:D002289
Platinum Compounds,D017671,"Carcinoma, Ovarian Epithelial",MESH:D000077216
Platinum Compounds,D017671,Medulloblastoma,MESH:D008527
Platinum Compounds,D017671,Melanoma,MESH:D008545
Platinum Compounds,D017671,Neuroblastoma,MESH:D009447
Platinum Compounds,D017671,Osteosarcoma,MESH:D012516
platycodigenin 3-O-(glucopyranosyl-(1-3)-glucopyranosyl)-28-O-(apiofuranosyl-(1-3)-xylopyranosyl-(1-4)-rhamnopyranosyl-(1-2)-arabinopyranoside),C548432,Hepatitis C,MESH:D006526
platycodin D,C108953,Brain Ischemia,MESH:D002545
platycodin D,C108953,Breast Neoplasms,MESH:D001943
platycodin D,C108953,Cardiomegaly,MESH:D006332
platycodin D,C108953,"Cholestasis, Intrahepatic",MESH:D002780
platycodin D,C108953,"Diabetes Mellitus, Experimental",MESH:D003921
platycodin D,C108953,Disease Progression,MESH:D018450
platycodin D,C108953,Endotoxemia,MESH:D019446
platycodin D,C108953,"Esophagitis, Peptic",MESH:D004942
platycodin D,C108953,"Fatty Liver, Alcoholic",MESH:D005235
platycodin D,C108953,Fibrosis,MESH:D005355
platycodin D,C108953,Hepatitis C,MESH:D006526
platycodin D,C108953,Hypercholesterolemia,MESH:D006937
platycodin D,C108953,Liver Cirrhosis,MESH:D008103
platycodin D,C108953,Neoplasm Invasiveness,MESH:D009361
platycodin D,C108953,Neoplasm Metastasis,MESH:D009362
platycodin D,C108953,Obesity,MESH:D009765
platycodin D,C108953,Osteoporosis,MESH:D010024
platycodin D,C108953,"Pneumonia, Mycoplasma",MESH:D011019
platycodin D,C108953,Prostatic Neoplasms,MESH:D011471
platycodin D,C108953,Reperfusion Injury,MESH:D015427
platycodin D3,C431483,Hepatitis C,MESH:D006526
platyconic acid,C576414,"Diabetes Mellitus, Type 2",MESH:D003924
platyconic acid,C576414,Hepatitis C,MESH:D006526
platyconic acid,C576414,Insulin Resistance,MESH:D007333
plaunotol,C047686,Stomach Diseases,MESH:D013272
pleconaril,C115201,Common Cold,MESH:D003139
pleconaril,C115201,Picornaviridae Infections,MESH:D010850
plerixafor,C088327,Glioblastoma,MESH:D005909
plerixafor,C088327,"Reflex, Abnormal",MESH:D012021
Plicamycin,D008926,Rhabdomyosarcoma,MESH:D012208
plitidepsin,C098980,COVID-19,MESH:D000086382
plitidepsin,C098980,Melanoma,MESH:D008545
plumbagin,C014758,"Hypersensitivity, Delayed",MESH:D006968
plumbagin,C014758,"Infarction, Middle Cerebral Artery",MESH:D020244
plumbagin,C014758,Weight Loss,MESH:D015431
p-Methoxy-N-methylphenethylamine,D003189,Edema,MESH:D004487
p-Methoxy-N-methylphenethylamine,D003189,Erythema,MESH:D004890
p-Methoxy-N-methylphenethylamine,D003189,Pain,MESH:D010146
p-Methoxy-N-methylphenethylamine,D003189,Seizures,MESH:D012640
PNU-282987,C498513,Colitis,MESH:D003092
PNU-282987,C498513,"Disease Models, Animal",MESH:D004195
PNU-282987,C498513,Memory Disorders,MESH:D008569
PNU-282987,C498513,Nerve Degeneration,MESH:D009410
PNU-282987,C498513,Nociceptive Pain,MESH:D059226
podocarpusflavone A,C094150,Dengue,MESH:D003715
Podophyllotoxin,D011034,"Carcinoma, Transitional Cell",MESH:D002295
Podophyllotoxin,D011034,Condylomata Acuminata,MESH:D003218
Podophyllotoxin,D011034,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198
polaprezinc,C061957,Colitis,MESH:D003092
polaprezinc,C061957,"Hypertension, Portal",MESH:D006975
polaprezinc,C061957,Inflammatory Bowel Diseases,MESH:D015212
polaprezinc,C061957,Nociceptive Pain,MESH:D059226
polaprezinc,C061957,Stomach Ulcer,MESH:D013276
polaprezinc,C061957,Ulcer,MESH:D014456
polihexanide,C031233,Acanthamoeba Keratitis,MESH:D015823
poliothrysoside,C477961,Malaria,MESH:D008288
Poloxamer,D020442,"Carcinoma, Hepatocellular",MESH:D006528
Poloxamer,D020442,Cognition Disorders,MESH:D003072
Poloxamer,D020442,Inflammation,MESH:D007249
Poloxamer,D020442,Liver Cirrhosis,MESH:D008103
Poloxamer,D020442,"Liver Neoplasms, Experimental",MESH:D008114
Poloxamer,D020442,Necrosis,MESH:D009336
Poloxamer,D020442,Obesity,MESH:D009765
Polyamines,D011073,Colorectal Neoplasms,MESH:D015179
polyaspartate,C017645,Kidney Diseases,MESH:D007674
polyaspartate,C017645,Lipidoses,MESH:D008064
polyaspartate,C017645,Urination Disorders,MESH:D014555
polydatin,C058229,Anaphylaxis,MESH:D000707
polydatin,C058229,Brain Injuries,MESH:D001930
polydatin,C058229,Cardiomegaly,MESH:D006332
polydatin,C058229,Chemical and Drug Induced Liver Injury,MESH:D056486
polydatin,C058229,"Disease Models, Animal",MESH:D004195
polydatin,C058229,Endomyocardial Fibrosis,MESH:D004719
polydatin,C058229,Enterovirus Infections,MESH:D004769
polydatin,C058229,Heart Diseases,MESH:D006331
polydatin,C058229,Hypertrophy,MESH:D006984
polydatin,C058229,Hyperuricemia,MESH:D033461
polydatin,C058229,Kidney Diseases,MESH:D007674
polydatin,C058229,Lung Injury,MESH:D055370
polydatin,C058229,Movement Disorders,MESH:D009069
polydatin,C058229,"Neoplasms, Experimental",MESH:D009374
Polyenes,D011090,"Neoplasms, Experimental",MESH:D009374
Polyenes,D011090,Radiation Injuries,MESH:D011832
polyestradiol phosphate,C008958,Prostatic Neoplasms,MESH:D011471
polyethylene glycol 3350,C000595212,Constipation,MESH:D003248
polyethylene glycol monostearate,C009314,Hemolysis,MESH:D006461
polyethylene glycol-recombinant human megakaryocyte growth and development factor,C103117,Bone Marrow Diseases,MESH:D001855
Polyethylene Glycols,D011092,Cardiomyopathies,MESH:D009202
Polyethylene Glycols,D011092,Colonic Neoplasms,MESH:D003110
Polyethylene Glycols,D011092,Pain,MESH:D010146
Polyethylene Glycols,D011092,Precancerous Conditions,MESH:D011230
polyethylene glycol-superoxide dismutase,C063471,"Hypertension, Pulmonary",MESH:D006976
polyethylene glycol-superoxide dismutase,C063471,Pulmonary Edema,MESH:D011654
Polygeline,D011097,Hypotension,MESH:D007022
polygodial,C034380,Hyperalgesia,MESH:D006930
polygodial,C034380,Pain,MESH:D010146
Poly I-C,D011070,Foot-and-Mouth Disease,MESH:D005536
Poly I-C,D011070,"Liver Cirrhosis, Experimental",MESH:D008106
Poly I-C,D011070,Urinary Bladder Neoplasms,MESH:D001749
Poly I-C,D011070,Vesicular Stomatitis,MESH:D054243
Polylactic Acid-Polyglycolic Acid Copolymer,D000077182,Chemical and Drug Induced Liver Injury,MESH:D056486
Polylactic Acid-Polyglycolic Acid Copolymer,D000077182,Chromosome Aberrations,MESH:D002869
Polylactic Acid-Polyglycolic Acid Copolymer,D000077182,Melanoma,MESH:D008545
Polylactic Acid-Polyglycolic Acid Copolymer,D000077182,Skin Neoplasms,MESH:D012878
Polylactic Acid-Polyglycolic Acid Copolymer,D000077182,Stomach Ulcer,MESH:D013276
Polylysine,D011107,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
Polylysine,D011107,Obesity,MESH:D009765
Polylysine,D011107,Weight Gain,MESH:D015430
Polymyxin B,D011112,Acute Kidney Injury,MESH:D058186
Polymyxin B,D011112,Burns,MESH:D002056
Polymyxin B,D011112,Chemical and Drug Induced Liver Injury,MESH:D056486
Polymyxin B,D011112,Cystitis,MESH:D003556
