Title,Summary,GSE,Taxon,Sequencing_type,Publish_date
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell164,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841153,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell163,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841152,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell162,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841151,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell161,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841150,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell160,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841149,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell159,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841148,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell158,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841147,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell157,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841146,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell156,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841145,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell155,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841144,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell154,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841143,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell153,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841142,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell152,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841141,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell151,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841140,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell150,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841139,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell149,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841138,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell148,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841137,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell147,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841136,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell146,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841135,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell145,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841134,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell144,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841133,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell143,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841132,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell142,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841131,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell141,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841130,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell140,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841129,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell139,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841128,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell138,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841127,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell137,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841126,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell136,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841125,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell135,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841124,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell134,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841123,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell133,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841122,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell132,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841121,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell131,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841120,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell130,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841119,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell129,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841118,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell128,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841117,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell127,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841116,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell126,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841115,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell125,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841114,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell124,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841113,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell123,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841112,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell122,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841111,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell121,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841110,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell120,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841109,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell119,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841108,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell118,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841107,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell117,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841106,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell116,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841105,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell115,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841104,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell114,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841103,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell113,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841102,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell112,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841101,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell111,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841100,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell110,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841099,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell109,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841098,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell108,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841097,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell107,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841096,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell106,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841095,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell105,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841094,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell104,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841093,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell103,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841092,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell102,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841091,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell101,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841090,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell100,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841089,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell099,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841088,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell098,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841087,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell097,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841086,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell096,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841085,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell095,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841084,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell094,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841083,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell093,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841082,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell092,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841081,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell091,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841080,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell090,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841079,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell089,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841078,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell088,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841077,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell087,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841076,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell086,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841075,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell085,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841074,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell084,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841073,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell083,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841072,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell082,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841071,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell081,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841070,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell080,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841069,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell079,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841068,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell078,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841067,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell077,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841066,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell076,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841065,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell075,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841064,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell074,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841063,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell073,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841062,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell072,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841061,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell071,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841060,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell070,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841059,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell069,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841058,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell068,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841057,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell067,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841056,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell066,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841055,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell065,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841054,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell064,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841053,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell063,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841052,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell062,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841051,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell061,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841050,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell060,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841049,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell059,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841048,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell058,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841047,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell057,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841046,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell056,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841045,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell055,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841044,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell054,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841043,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell053,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841042,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell052,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841041,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell051,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841040,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell050,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841039,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell049,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841038,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell048,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841037,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell047,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841036,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell046,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841035,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell045,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841034,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell044,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841033,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell043,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841032,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell042,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841031,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell041,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841030,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell040,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841029,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell039,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841028,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell038,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841027,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell037,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841026,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell036,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841025,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell035,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841024,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell034,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841023,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell033,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841022,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell032,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841021,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell031,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841020,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell030,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841019,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell029,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841018,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell028,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841017,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell027,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841016,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell026,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841015,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell025,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841014,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell024,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841013,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell023,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841012,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell022,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841011,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell021,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841010,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell020,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841009,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell019,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841008,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell018,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841007,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell017,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841006,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell016,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841005,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell015,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841004,Homo sapiens,,2018/01/24
Single-cell_RNA-seq_Subject16_IL7Rhigh_TEMRA_Cell014,Subject16_DENV negative_PBMC_IL7Rhigh_TEMRA,GSM2841003,Homo sapiens,,2018/01/24
