,VirusTaxID,Virus,VirusGenus,VirusFamily
373572,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373573,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373574,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373575,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373576,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373577,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373578,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373579,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373580,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373581,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373582,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373583,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373584,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373585,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373586,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373587,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373588,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373589,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373590,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373591,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373592,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373593,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373594,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373595,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373596,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373597,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373598,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373599,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373600,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373601,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373602,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373603,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373604,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373605,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373606,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373607,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373608,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373609,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373610,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373611,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373612,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373613,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373614,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373615,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373616,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373617,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373618,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373619,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373620,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373621,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373622,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373623,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373624,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373625,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373626,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373627,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373628,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373629,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373630,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373631,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373632,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373633,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373634,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373635,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373636,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373637,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373638,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373639,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373640,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373641,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373642,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373643,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373644,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373645,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373646,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373647,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373648,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373649,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373650,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373651,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373652,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373653,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373654,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373655,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373656,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373657,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373658,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373659,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373660,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373661,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373662,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373663,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373664,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373665,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373666,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373667,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
373668,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
375182,694448,unidentified human coronavirus,,coronaviridae
375183,694448,unidentified human coronavirus,,coronaviridae
375184,694448,unidentified human coronavirus,,coronaviridae
375185,694448,unidentified human coronavirus,,coronaviridae
375186,694448,unidentified human coronavirus,,coronaviridae
375187,694448,unidentified human coronavirus,,coronaviridae
375188,694448,unidentified human coronavirus,,coronaviridae
375189,694448,unidentified human coronavirus,,coronaviridae
375190,694448,unidentified human coronavirus,,coronaviridae
375191,694448,unidentified human coronavirus,,coronaviridae
375192,694448,unidentified human coronavirus,,coronaviridae
375193,694448,unidentified human coronavirus,,coronaviridae
375194,694448,unidentified human coronavirus,,coronaviridae
375195,694448,unidentified human coronavirus,,coronaviridae
375196,694448,unidentified human coronavirus,,coronaviridae
375197,694448,unidentified human coronavirus,,coronaviridae
375198,694448,unidentified human coronavirus,,coronaviridae
375199,694448,unidentified human coronavirus,,coronaviridae
375200,694448,unidentified human coronavirus,,coronaviridae
375201,694448,unidentified human coronavirus,,coronaviridae
375202,694448,unidentified human coronavirus,,coronaviridae
375203,694448,unidentified human coronavirus,,coronaviridae
375204,694448,unidentified human coronavirus,,coronaviridae
375205,694448,unidentified human coronavirus,,coronaviridae
375206,694448,unidentified human coronavirus,,coronaviridae
375207,694448,unidentified human coronavirus,,coronaviridae
375208,694448,unidentified human coronavirus,,coronaviridae
375209,694448,unidentified human coronavirus,,coronaviridae
375210,694448,unidentified human coronavirus,,coronaviridae
375211,694448,unidentified human coronavirus,,coronaviridae
375212,694448,unidentified human coronavirus,,coronaviridae
375213,694448,unidentified human coronavirus,,coronaviridae
375214,694448,unidentified human coronavirus,,coronaviridae
375215,694448,unidentified human coronavirus,,coronaviridae
375216,694448,unidentified human coronavirus,,coronaviridae
375217,694448,unidentified human coronavirus,,coronaviridae
375218,694448,unidentified human coronavirus,,coronaviridae
375219,694448,unidentified human coronavirus,,coronaviridae
375220,694448,unidentified human coronavirus,,coronaviridae
375221,694448,unidentified human coronavirus,,coronaviridae
375222,694448,unidentified human coronavirus,,coronaviridae
375223,694448,unidentified human coronavirus,,coronaviridae
375224,694448,unidentified human coronavirus,,coronaviridae
375225,694448,unidentified human coronavirus,,coronaviridae
375226,694448,unidentified human coronavirus,,coronaviridae
375227,694448,unidentified human coronavirus,,coronaviridae
375228,694448,unidentified human coronavirus,,coronaviridae
375229,694448,unidentified human coronavirus,,coronaviridae
375230,694448,unidentified human coronavirus,,coronaviridae
375231,694448,unidentified human coronavirus,,coronaviridae
375232,694448,unidentified human coronavirus,,coronaviridae
375233,694448,unidentified human coronavirus,,coronaviridae
375234,694448,unidentified human coronavirus,,coronaviridae
375235,694448,unidentified human coronavirus,,coronaviridae
375236,694448,unidentified human coronavirus,,coronaviridae
375237,694448,unidentified human coronavirus,,coronaviridae
375238,694448,unidentified human coronavirus,,coronaviridae
375239,694448,unidentified human coronavirus,,coronaviridae
375240,694448,unidentified human coronavirus,,coronaviridae
375241,694448,unidentified human coronavirus,,coronaviridae
375242,694448,unidentified human coronavirus,,coronaviridae
379330,694003,betacoronavirus 1,betacoronavirus,coronaviridae
379331,694003,betacoronavirus 1,betacoronavirus,coronaviridae
379620,1508220,bat coronavirus,,coronaviridae
379621,1508220,bat coronavirus,,coronaviridae
379622,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
379623,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
379624,2020423,hypsugo bat coronavirus hku25,betacoronavirus,coronaviridae
379625,2020423,hypsugo bat coronavirus hku25,betacoronavirus,coronaviridae
379626,2020423,hypsugo bat coronavirus hku25,betacoronavirus,coronaviridae
379627,1335626,middle east respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
379628,1335626,middle east respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
379629,1335626,middle east respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
379630,1076426,alphacoronavirus h.sav/l/spain/2007,alphacoronavirus,coronaviridae
379631,1076426,alphacoronavirus h.sav/l/spain/2007,alphacoronavirus,coronaviridae
379640,1429868,betacoronavirus h.sav/italy/206645-40/2011,betacoronavirus,coronaviridae
379641,1429868,betacoronavirus h.sav/italy/206645-40/2011,betacoronavirus,coronaviridae
379642,1076427,betacoronavirus h.sav/j/spain/2007,betacoronavirus,coronaviridae
379643,1076427,betacoronavirus h.sav/j/spain/2007,betacoronavirus,coronaviridae
379653,1335626,middle east respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
379654,1335626,middle east respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
379658,694014,avian coronavirus,gammacoronavirus,coronaviridae
379659,694014,avian coronavirus,gammacoronavirus,coronaviridae
379660,694014,avian coronavirus,gammacoronavirus,coronaviridae
379662,694005,murine coronavirus,betacoronavirus,coronaviridae
379663,694005,murine coronavirus,betacoronavirus,coronaviridae
379675,693999,scotophilus bat coronavirus 512,alphacoronavirus,coronaviridae
379676,693999,scotophilus bat coronavirus 512,alphacoronavirus,coronaviridae
379677,693999,scotophilus bat coronavirus 512,alphacoronavirus,coronaviridae
379678,693999,scotophilus bat coronavirus 512,alphacoronavirus,coronaviridae
379679,693999,scotophilus bat coronavirus 512,alphacoronavirus,coronaviridae
379680,693999,scotophilus bat coronavirus 512,alphacoronavirus,coronaviridae
379681,693999,scotophilus bat coronavirus 512,alphacoronavirus,coronaviridae
379682,693999,scotophilus bat coronavirus 512,alphacoronavirus,coronaviridae
379683,693999,scotophilus bat coronavirus 512,alphacoronavirus,coronaviridae
379692,1508220,bat coronavirus,,coronaviridae
379693,1508220,bat coronavirus,,coronaviridae
379696,2856875,ia io coronavirus 171986,,coronaviridae
379703,1335626,middle east respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
379704,1335626,middle east respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
379705,1335626,middle east respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
379708,2042701,vespertilionid betacoronavirus,betacoronavirus,coronaviridae
379709,2042701,vespertilionid betacoronavirus,betacoronavirus,coronaviridae
379710,2042701,vespertilionid betacoronavirus,betacoronavirus,coronaviridae
379830,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
379893,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
379919,1881087,kerivoula titania coronavirus,,coronaviridae
379920,1881087,kerivoula titania coronavirus,,coronaviridae
379921,1881089,myotis latirostis coronavirus,,coronaviridae
379922,1881089,myotis latirostis coronavirus,,coronaviridae
379932,694003,betacoronavirus 1,betacoronavirus,coronaviridae
379933,694003,betacoronavirus 1,betacoronavirus,coronaviridae
379934,694003,betacoronavirus 1,betacoronavirus,coronaviridae
379935,694003,betacoronavirus 1,betacoronavirus,coronaviridae
379936,694003,betacoronavirus 1,betacoronavirus,coronaviridae
379937,694003,betacoronavirus 1,betacoronavirus,coronaviridae
379938,694003,betacoronavirus 1,betacoronavirus,coronaviridae
379939,694003,betacoronavirus 1,betacoronavirus,coronaviridae
379940,694003,betacoronavirus 1,betacoronavirus,coronaviridae
379941,694003,betacoronavirus 1,betacoronavirus,coronaviridae
380040,1532164,alphacoronavirus btcov/grnc1/neo_cap/rsa/2012,alphacoronavirus,coronaviridae
380041,1532164,alphacoronavirus btcov/grnc1/neo_cap/rsa/2012,alphacoronavirus,coronaviridae
380042,1532165,alphacoronavirus btcov/grnc2/neo_cap/rsa/2012,alphacoronavirus,coronaviridae
380043,1532165,alphacoronavirus btcov/grnc2/neo_cap/rsa/2012,alphacoronavirus,coronaviridae
380044,1532166,alphacoronavirus btcov/grnc3/neo_cap/rsa/2012,alphacoronavirus,coronaviridae
380045,1532166,alphacoronavirus btcov/grnc3/neo_cap/rsa/2012,alphacoronavirus,coronaviridae
380046,1532167,alphacoronavirus btcov/grnc4/neo_cap/rsa/2012,alphacoronavirus,coronaviridae
380047,1532167,alphacoronavirus btcov/grnc4/neo_cap/rsa/2012,alphacoronavirus,coronaviridae
380048,1532168,alphacoronavirus btcov/grnc5/neo_cap/rsa/2012,alphacoronavirus,coronaviridae
380049,1532168,alphacoronavirus btcov/grnc5/neo_cap/rsa/2012,alphacoronavirus,coronaviridae
380050,1532169,alphacoronavirus btcov/grnc6/neo_cap/rsa/2012,alphacoronavirus,coronaviridae
380051,1532169,alphacoronavirus btcov/grnc6/neo_cap/rsa/2012,alphacoronavirus,coronaviridae
380052,1532170,alphacoronavirus btcov/grnc7/neo_cap/rsa/2012,alphacoronavirus,coronaviridae
380053,1532170,alphacoronavirus btcov/grnc7/neo_cap/rsa/2012,alphacoronavirus,coronaviridae
380054,1532171,alphacoronavirus btcov/grnc8/neo_cap/rsa/2012,alphacoronavirus,coronaviridae
380055,1532171,alphacoronavirus btcov/grnc8/neo_cap/rsa/2012,alphacoronavirus,coronaviridae
380056,1532175,alphacoronavirus btcov/vh_nc2/neo_cap/rsa/2012,alphacoronavirus,coronaviridae
380057,1532175,alphacoronavirus btcov/vh_nc2/neo_cap/rsa/2012,alphacoronavirus,coronaviridae
380058,1906673,alphacoronavirus sp.,alphacoronavirus,coronaviridae
380059,1906673,alphacoronavirus sp.,alphacoronavirus,coronaviridae
380060,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380061,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380062,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380063,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380064,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380065,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380066,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380067,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380068,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380069,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380070,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380071,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380072,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380073,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380074,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380075,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380076,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380077,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380078,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380079,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380080,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380081,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380082,2419667,bat alphacoronavirus,alphacoronavirus,coronaviridae
380083,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380084,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380085,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380086,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380087,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380088,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380089,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380090,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380091,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380092,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380093,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380094,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380095,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380096,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380097,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380098,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380099,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380100,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380101,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380102,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380103,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380104,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380105,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380106,1805463,bat betacoronavirus,betacoronavirus,coronaviridae
380114,1335626,middle east respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
380115,1335626,middle east respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
380116,1335626,middle east respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
380117,1335626,middle east respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
380189,694003,betacoronavirus 1,betacoronavirus,coronaviridae
380225,1335626,middle east respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
380226,1335626,middle east respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
380342,694014,avian coronavirus,gammacoronavirus,coronaviridae
380343,694014,avian coronavirus,gammacoronavirus,coronaviridae
380344,694014,avian coronavirus,gammacoronavirus,coronaviridae
380345,694014,avian coronavirus,gammacoronavirus,coronaviridae
380346,694014,avian coronavirus,gammacoronavirus,coronaviridae
380347,694014,avian coronavirus,gammacoronavirus,coronaviridae
380348,694014,avian coronavirus,gammacoronavirus,coronaviridae
380523,694014,avian coronavirus,gammacoronavirus,coronaviridae
380524,694014,avian coronavirus,gammacoronavirus,coronaviridae
380525,694014,avian coronavirus,gammacoronavirus,coronaviridae
380526,694014,avian coronavirus,gammacoronavirus,coronaviridae
380527,694014,avian coronavirus,gammacoronavirus,coronaviridae
380528,694014,avian coronavirus,gammacoronavirus,coronaviridae
380529,694014,avian coronavirus,gammacoronavirus,coronaviridae
380530,694014,avian coronavirus,gammacoronavirus,coronaviridae
380531,694014,avian coronavirus,gammacoronavirus,coronaviridae
380532,694014,avian coronavirus,gammacoronavirus,coronaviridae
380533,694014,avian coronavirus,gammacoronavirus,coronaviridae
380534,694014,avian coronavirus,gammacoronavirus,coronaviridae
380535,694014,avian coronavirus,gammacoronavirus,coronaviridae
380536,694014,avian coronavirus,gammacoronavirus,coronaviridae
380635,694014,avian coronavirus,gammacoronavirus,coronaviridae
380636,694014,avian coronavirus,gammacoronavirus,coronaviridae
380647,694014,avian coronavirus,gammacoronavirus,coronaviridae
380648,694014,avian coronavirus,gammacoronavirus,coronaviridae
380649,694014,avian coronavirus,gammacoronavirus,coronaviridae
380777,694014,avian coronavirus,gammacoronavirus,coronaviridae
380778,694014,avian coronavirus,gammacoronavirus,coronaviridae
380798,2605444,gull coronavirus,,coronaviridae
380889,2605444,gull coronavirus,,coronaviridae
380900,694014,avian coronavirus,gammacoronavirus,coronaviridae
380901,694014,avian coronavirus,gammacoronavirus,coronaviridae
381064,2050018,rodent coronavirus,,coronaviridae
381065,2050018,rodent coronavirus,,coronaviridae
381066,2050018,rodent coronavirus,,coronaviridae
381535,693997,alphacoronavirus 1,alphacoronavirus,coronaviridae
381562,693997,alphacoronavirus 1,alphacoronavirus,coronaviridae
381563,693997,alphacoronavirus 1,alphacoronavirus,coronaviridae
381564,693997,alphacoronavirus 1,alphacoronavirus,coronaviridae
381605,693997,alphacoronavirus 1,alphacoronavirus,coronaviridae
381612,693997,alphacoronavirus 1,alphacoronavirus,coronaviridae
381626,694005,murine coronavirus,betacoronavirus,coronaviridae
381627,694005,murine coronavirus,betacoronavirus,coronaviridae
381984,1679873,coronavirus hare_cov/la06_377/lep_gra/esp/2006,,coronaviridae
381985,1679873,coronavirus hare_cov/la06_377/lep_gra/esp/2006,,coronaviridae
381986,1679874,coronavirus hare_cov/la06_378/lep_gra/esp/2006,,coronaviridae
381987,1679874,coronavirus hare_cov/la06_378/lep_gra/esp/2006,,coronaviridae
381988,1679875,coronavirus hare_cov/la06_379/lep_gra/esp/2006,,coronaviridae
381989,1679875,coronavirus hare_cov/la06_379/lep_gra/esp/2006,,coronaviridae
381990,1679876,coronavirus hare_cov/la06_380/lep_gra/esp/2006,,coronaviridae
381991,1679876,coronavirus hare_cov/la06_380/lep_gra/esp/2006,,coronaviridae
381992,1679877,coronavirus hare_cov/la06_382/lep_gra/esp/2006,,coronaviridae
381993,1679877,coronavirus hare_cov/la06_382/lep_gra/esp/2006,,coronaviridae
381994,1679878,coronavirus hare_cov/la06_383/lep_gra/esp/2006,,coronaviridae
381995,1679878,coronavirus hare_cov/la06_383/lep_gra/esp/2006,,coronaviridae
381996,1679879,coronavirus hare_cov/la08_60/lep_gra/esp/2008,,coronaviridae
381997,1679879,coronavirus hare_cov/la08_60/lep_gra/esp/2008,,coronaviridae
381998,1679880,coronavirus hare_cov/la08_96/lep_gra/esp/2008,,coronaviridae
381999,1679880,coronavirus hare_cov/la08_96/lep_gra/esp/2008,,coronaviridae
382000,1679881,coronavirus hare_cov/la08_99/lep_gra/esp/2008,,coronaviridae
382001,1679881,coronavirus hare_cov/la08_99/lep_gra/esp/2008,,coronaviridae
382211,2042540,coronavirus predict cov-13,alphacoronavirus,coronaviridae
382212,2042540,coronavirus predict cov-13,alphacoronavirus,coronaviridae
382213,2042540,coronavirus predict cov-13,alphacoronavirus,coronaviridae
382262,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
382265,1508220,bat coronavirus,,coronaviridae
382266,1508220,bat coronavirus,,coronaviridae
382267,1508220,bat coronavirus,,coronaviridae
382273,2042570,coronavirus predict cov-44,betacoronavirus,coronaviridae
382274,2042590,coronavirus predict cov-66,betacoronavirus,coronaviridae
382275,2042590,coronavirus predict cov-66,betacoronavirus,coronaviridae
382276,2042590,coronavirus predict cov-66,betacoronavirus,coronaviridae
382277,2042590,coronavirus predict cov-66,betacoronavirus,coronaviridae
382278,983924,eidolon bat coronavirus/kenya/ky24/2006,betacoronavirus,coronaviridae
382279,11137,human coronavirus 229e,alphacoronavirus,coronaviridae
382282,2042604,kenya bat coronavirus/btky56/btky55,betacoronavirus,coronaviridae
382283,2042604,kenya bat coronavirus/btky56/btky55,betacoronavirus,coronaviridae
382285,694448,unidentified human coronavirus,,coronaviridae
382433,1289548,coronavirus mex_cov-3,alphacoronavirus,coronaviridae
382434,1289548,coronavirus mex_cov-3,alphacoronavirus,coronaviridae
382435,1289548,coronavirus mex_cov-3,alphacoronavirus,coronaviridae
382445,694014,avian coronavirus,gammacoronavirus,coronaviridae
382446,694014,avian coronavirus,gammacoronavirus,coronaviridae
382447,694014,avian coronavirus,gammacoronavirus,coronaviridae
382458,1297661,munia coronavirus hku13,deltacoronavirus,coronaviridae
382459,1297661,munia coronavirus hku13,deltacoronavirus,coronaviridae
382460,1297661,munia coronavirus hku13,deltacoronavirus,coronaviridae
382461,1297661,munia coronavirus hku13,deltacoronavirus,coronaviridae
382462,1297661,munia coronavirus hku13,deltacoronavirus,coronaviridae
382861,693997,alphacoronavirus 1,alphacoronavirus,coronaviridae
382862,693997,alphacoronavirus 1,alphacoronavirus,coronaviridae
382889,693997,alphacoronavirus 1,alphacoronavirus,coronaviridae
382955,693997,alphacoronavirus 1,alphacoronavirus,coronaviridae
382956,693997,alphacoronavirus 1,alphacoronavirus,coronaviridae
382989,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
382990,693997,alphacoronavirus 1,alphacoronavirus,coronaviridae
383059,693997,alphacoronavirus 1,alphacoronavirus,coronaviridae
383060,693997,alphacoronavirus 1,alphacoronavirus,coronaviridae
383061,693997,alphacoronavirus 1,alphacoronavirus,coronaviridae
383128,693997,alphacoronavirus 1,alphacoronavirus,coronaviridae
383129,693997,alphacoronavirus 1,alphacoronavirus,coronaviridae
383381,2126098,bat coronavirus gccdc1,betacoronavirus,coronaviridae
383625,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
384059,1717204,coronavirus predict_cov-49,,coronaviridae
384060,1717205,coronavirus predict_cov-50,,coronaviridae
385131,694009,severe acute respiratory syndrome-related coronavirus,betacoronavirus,coronaviridae
