Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,ICTVRatified,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay,AssocID,DatabaseDOI,NCBIAccession
rhinolophus sinicus,rhinolophus bat coronavirus btcov/3772,89399,1788486,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus bat coronavirus BtCoV/3772,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,2.0,28.0,2012.0,8.0,,,,KP876540.1
rhinolophus sinicus,rhinolophus bat coronavirus btcov/3990,89399,1788498,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus bat coronavirus BtCov/3990,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,2.0,28.0,2012.0,9.0,,,,KP876545.1
rhinolophus sinicus,rhinolophus bat coronavirus btcov/3992-1,89399,1788487,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus bat coronavirus BtCoV/3992-1,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,2.0,28.0,2012.0,9.0,,,,KP876532.1
rhinolophus sinicus,rhinolophus bat coronavirus btcov/3992-2,89399,1788488,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus bat coronavirus BtCoV/3992-2,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,2.0,28.0,2012.0,9.0,,,,KP876533.1
rhinolophus sinicus,rhinolophus bat coronavirus btcov/4017-1,89399,1788490,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus bat coronavirus BtCoV/4017-1,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,2.0,28.0,2012.0,9.0,,,,KP876536.1
rhinolophus sinicus,rhinolophus bat coronavirus btcov/4017-2,89399,1788491,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus bat coronavirus BtCoV/4017-2,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,2.0,28.0,2012.0,9.0,,,,KP876537.1
rhinolophus sinicus,rhinolophus bat coronavirus btcov/4030-1,89399,1788492,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus bat coronavirus BtCoV/4030-1,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,2.0,28.0,2012.0,9.0,,,,KP876525.1
rhinolophus sinicus,rhinolophus bat coronavirus btcov/4030-2,89399,1788493,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus bat coronavirus BtCoV/4030-2,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,2.0,28.0,2012.0,9.0,,,,KP876526.1
rhinolophus sinicus,rhinolophus bat coronavirus btcov/4060,89399,1788494,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus bat coronavirus BtCoV/4060,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,2.0,28.0,2012.0,9.0,,,,KP876541.1
rhinolophus sinicus,rhinolophus bat coronavirus hku2,89399,693998,True,True,True,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus bat coronavirus HKU2,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2020.0,6.0,1.0,,,,,,"MN312291.1, MN312293.1, MN312294.1, MN312449.1, MN312450.1, MN312478.1, MN312515.1"
rhinolophus sinicus,rhinolophus bat coronavirus hku32,89399,2586419,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus bat coronavirus HKU32,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2019.0,6.0,10.0,2015.0,8.0,6.0,,,"MK720945.1, MK720946.1"
rhinolophus sinicus,rhinolophus sinicus coronavirus 162155,89399,2856910,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus sinicus coronavirus 162155,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2021.0,7.0,18.0,2016.0,8.0,13.0,,,MW600676.1
rhinolophus sinicus,rhinolophus sinicus coronavirus 162166,89399,2856911,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus sinicus coronavirus 162166,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2021.0,7.0,18.0,2016.0,8.0,13.0,,,MW600677.1
rhinolophus sinicus,rhinolophus sinicus coronavirus 162170,89399,2856912,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus sinicus coronavirus 162170,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2021.0,7.0,18.0,2016.0,8.0,13.0,,,MW600670.1
rhinolophus sinicus,rhinolophus sinicus coronavirus 162171,89399,2856913,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus sinicus coronavirus 162171,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2021.0,7.0,18.0,2016.0,8.0,13.0,,,MW600678.1
rhinolophus sinicus,rhinolophus sinicus coronavirus 162172,89399,2856914,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus sinicus coronavirus 162172,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2021.0,7.0,18.0,2016.0,8.0,13.0,,,MW600680.1
rhinolophus sinicus,rhinolophus sinicus coronavirus 162173,89399,2856915,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus sinicus coronavirus 162173,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2021.0,7.0,18.0,2016.0,8.0,13.0,,,MW600679.1
rhinolophus sinicus,rhinolophus sinicus coronavirus 162176,89399,2856916,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus sinicus coronavirus 162176,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2021.0,7.0,18.0,2016.0,8.0,13.0,,,MW600681.1
rhinolophus sinicus,rhinolophus sinicus coronavirus 162177,89399,2856917,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus sinicus coronavirus 162177,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2021.0,7.0,18.0,2016.0,8.0,13.0,,,MW600673.1
rhinolophus sinicus,rhinolophus sinicus coronavirus 162180,89399,2856918,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus sinicus coronavirus 162180,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2021.0,7.0,18.0,2016.0,8.0,13.0,,,MW600674.1
rhinolophus sinicus,rhinolophus sinicus coronavirus 162181,89399,2856919,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus sinicus coronavirus 162181,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2021.0,7.0,18.0,2016.0,8.0,13.0,,,MW600682.1
rhinolophus sinicus,rhinolophus sinicus coronavirus 162182,89399,2856920,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus sinicus coronavirus 162182,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2021.0,7.0,18.0,2016.0,8.0,13.0,,,MW600675.1
rhinolophus sinicus,sars-like coronavirus wiv16,89399,1739625,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,SARS-like coronavirus WIV16,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,1.0,13.0,2013.0,7.0,21.0,,,KT444582.1
rhinolophus sinicus,severe acute respiratory syndrome-related coronavirus,89399,694009,True,True,True,rhinolophus,rhinolophidae,chiroptera,mammalia,rhinolophus sinicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,severe acute respiratory syndrome-related coronavirus,False,PCR/Sequencing,NCBI Nucleotide,EID2,Wardeh et al. 2015 Sci Data,,NCBI Nucleotide,,2009.0,,,,,,211438.0,https://doi.org/10.1038/sdata.2015.49,255733149
rhinolophus stheno,alphacoronavirus sp.,430491,1906673,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus stheno,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus sp.,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2021.0,6.0,15.0,2020.0,4.0,18.0,,,MZ081395.1
rhinolophus stheno,betacoronavirus sp.,430491,1928434,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus stheno,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2021.0,6.0,15.0,2020.0,4.0,18.0,,,MZ081380.1
rhinolophus stheno,rhinolophus bat alphacoronavirus strain mj_69c,430491,1699349,True,True,False,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus stheno,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus Bat Alphacoronavirus strain MJ_69C,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2015.0,8.0,19.0,2013.0,7.0,25.0,,,KP895525.1
rhinolophus thomasi,severe acute respiratory syndrome-related coronavirus,476589,694009,True,True,True,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus thomasi,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Severe acute respiratory syndrome-related coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2014.0,10.0,30.0,2012.0,,,,,KF294425.1
rhinonicteris aurantia,bat coronavirus r.aur/australia/cov000/2006,270786,550971,True,True,False,rhinonicteris,rhinonycteridae,chiroptera,mammalia,Rhinonicteris aurantia,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus R.aur/Australia/CoV000/2006,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2008.0,8.0,4.0,2006.0,,,,,EU834950.1
rhinopoma hardwickii,bat coronavirus rhhar/cii_ksa_002/bisha/saudi arabia/2013,124756,1381363,True,True,False,rhinopoma,rhinopomatidae,chiroptera,mammalia,Rhinopoma hardwickii,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus Rhhar/CII_KSA_002/Bisha/Saudi Arabia/2013,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2013.0,8.0,21.0,2013.0,4.0,7.0,,,KF493886.1
rhinopoma hardwickii,bat coronavirus rhhar/cii_ksa_003/bisha/saudi arabia/2013,124756,1381364,True,True,False,rhinopoma,rhinopomatidae,chiroptera,mammalia,Rhinopoma hardwickii,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus Rhhar/CII_KSA_003/Bisha/Saudi Arabia/2013,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2013.0,8.0,21.0,2013.0,4.0,6.0,,,KF493888.1
rhinopoma hardwickii,bat coronavirus rhhar/cii_ksa_004/bisha/saudi arabia/2013,124756,1381358,True,True,False,rhinopoma,rhinopomatidae,chiroptera,mammalia,Rhinopoma hardwickii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat Coronavirus Rhhar/CII_KSA_004/Bisha/Saudi Arabia/2013,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2013.0,8.0,21.0,2013.0,4.0,7.0,,,KF493884.1
rhizomys pruinosus,scotophilus bat coronavirus 512,53275,693999,True,True,True,rhizomys,spalacidae,rodentia,mammalia,Rhizomys pruinosus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Scotophilus bat coronavirus 512,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2021.0,6.0,23.0,2014.0,3.0,25.0,,,MT221704.1
rousettus aegyptiacus,bat coronavirus,9407,1508220,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,1.0,18.0,2013.0,10.0,,,,"KT346229.1, KT346230.1, KT346231.1, KT346232.1, KT346233.1, KT346234.1, KT346235.1, KT346236.1, KT346240.1, KT346241.1, KT346242.1, KT346243.1, KT346244.1, KT346245.1, KT346246.1, KT346247.1, KT346248.1, KT346249.1, KT346250.1, KT368821.1"
rousettus aegyptiacus,coronavirus predict cov-30,9407,2042556,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Coronavirus PREDICT CoV-30,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,11.0,14.0,2010.0,6.0,5.0,,,"KX284949.1, KX284950.1"
rousettus aegyptiacus,eidolon bat coronavirus/kenya/ky24/2006,9407,983924,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Eidolon bat coronavirus/Kenya/KY24/2006,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,11.0,14.0,2013.0,1.0,29.0,,,KX284960.1
rousettus aegyptiacus,human coronavirus 229e,9407,11137,True,True,True,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Human coronavirus 229E,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2018.0,10.0,17.0,2016.0,3.0,,,,MH170145.1
rousettus aegyptiacus,kenya bat coronavirus btky05,9407,681852,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,,coronaviridae,nidovirales,pisoniviricetes,Kenya bat coronavirus BtKY05,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2009.0,10.0,13.0,2006.0,8.0,,,,GQ920804.2
rousettus aegyptiacus,kenya bat coronavirus btky08,9407,681855,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,,coronaviridae,nidovirales,pisoniviricetes,Kenya bat coronavirus BtKY08,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2009.0,10.0,13.0,2006.0,8.0,,,,GQ920807.2
rousettus aegyptiacus,kenya bat coronavirus btky09,9407,681856,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,,coronaviridae,nidovirales,pisoniviricetes,Kenya bat coronavirus BtKY09,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2009.0,10.0,13.0,2006.0,8.0,,,,GQ920808.2
rousettus aegyptiacus,kenya bat coronavirus btky10,9407,681857,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,,coronaviridae,nidovirales,pisoniviricetes,Kenya bat coronavirus BtKY10,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2009.0,10.0,13.0,2006.0,8.0,,,,GQ920809.2
rousettus aegyptiacus,kenya bat coronavirus btky11,9407,681858,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,,coronaviridae,nidovirales,pisoniviricetes,Kenya bat coronavirus BtKY11,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2009.0,10.0,13.0,2006.0,8.0,,,,GQ920810.2
rousettus aegyptiacus,kenya bat coronavirus btky12,9407,681859,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,,coronaviridae,nidovirales,pisoniviricetes,Kenya bat coronavirus BtKY12,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2009.0,10.0,13.0,2006.0,8.0,,,,GQ920811.2
rousettus aegyptiacus,kenya bat coronavirus btky13,9407,681860,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,,coronaviridae,nidovirales,pisoniviricetes,Kenya bat coronavirus BtKY13,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2009.0,10.0,13.0,2006.0,8.0,,,,GQ920812.2
rousettus aegyptiacus,kenya bat coronavirus btky25,9407,681871,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,,coronaviridae,nidovirales,pisoniviricetes,Kenya bat coronavirus BtKY25,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2009.0,10.0,13.0,2006.0,8.0,,,,GQ920823.2
rousettus aegyptiacus,kenya bat coronavirus btky28,9407,681873,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,,coronaviridae,nidovirales,pisoniviricetes,Kenya bat coronavirus BtKY28,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2009.0,10.0,13.0,2006.0,8.0,,,,GQ920825.2
rousettus aegyptiacus,kenya bat coronavirus btky29,9407,681874,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,,coronaviridae,nidovirales,pisoniviricetes,Kenya bat coronavirus BtKY29,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2009.0,10.0,13.0,2006.0,8.0,,,,GQ920826.2
rousettus aegyptiacus,kenya bat coronavirus btky76,9407,903614,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,,coronaviridae,nidovirales,pisoniviricetes,Kenya bat coronavirus BtKY76,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,10.0,24.0,2007.0,7.0,,,,GU065420.1
rousettus aegyptiacus,kenya bat coronavirus btky77,9407,903615,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,,coronaviridae,nidovirales,pisoniviricetes,Kenya bat coronavirus BtKY77,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,10.0,24.0,2007.0,7.0,,,,GU065421.1
rousettus aegyptiacus,kenya bat coronavirus btky78,9407,903616,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,,coronaviridae,nidovirales,pisoniviricetes,Kenya bat coronavirus BtKY78,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,10.0,24.0,2007.0,7.0,,,,GU065422.1
rousettus aegyptiacus,kenya bat coronavirus btky79,9407,903617,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,,coronaviridae,nidovirales,pisoniviricetes,Kenya bat coronavirus BtKY79,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,10.0,24.0,2007.0,7.0,,,,GU065423.1
rousettus aegyptiacus,kenya bat coronavirus btky80,9407,903618,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,,coronaviridae,nidovirales,pisoniviricetes,Kenya bat coronavirus BtKY80,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,10.0,24.0,2007.0,7.0,,,,GU065424.1
rousettus aegyptiacus,kenya bat coronavirus/btky56/btky55,9407,2042604,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Kenya bat coronavirus/BtKY56/BtKY55,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,11.0,14.0,2013.0,5.0,17.0,,,"KX285427.1, KX285428.1, KX285429.1, KX285818.1, KX285819.1, KX285829.1"
rousettus aegyptiacus,rousettus aegyptiacus bat coronavirus 229e-related,9407,2691585,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rousettus aegyptiacus bat coronavirus 229E-related,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2019.0,12.0,31.0,2018.0,3.0,,,,MN611517.1
rousettus aegyptiacus,rousettus bat coronavirus hku9,9407,694006,True,True,True,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rousettus bat coronavirus HKU9,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,11.0,14.0,2013.0,1.0,29.0,,,KX284959.1
rousettus aegyptiacus,rousettus bat coronavirus/kenya/ky06/2006,9407,983925,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rousettus bat coronavirus/Kenya/KY06/2006,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2009.0,10.0,13.0,2006.0,8.0,,,,GQ920805.2
rousettus amplexicaudatus,rousettus bat coronavirus hku9,58083,694006,True,True,True,rousettus,pteropodidae,chiroptera,mammalia,Rousettus amplexicaudatus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rousettus bat coronavirus HKU9,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,12.0,20.0,,,,,,KY010635.1
rousettus leschenaultii,bat coronavirus,9408,1508220,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus leschenaultii,,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,4.0,28.0,2005.0,,,,,"KU182958.1, KU182959.1, KU182960.1, KU182989.1, KU182990.1, KU182991.1"
rousettus leschenaultii,rousettus bat alphacoronavirus strain ml_32i,9408,1699350,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus leschenaultii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rousettus Bat Alphacoronavirus strain ML_32I,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2015.0,8.0,19.0,2013.0,7.0,22.0,,,KP895524.1
rousettus leschenaultii,rousettus bat betacoronavirus ml_56i,9408,1699351,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus leschenaultii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rousettus Bat Betacoronavirus ML_56I,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2015.0,8.0,19.0,2013.0,7.0,22.0,,,KP895486.1
rousettus leschenaultii,rousettus bat betacoronavirus strain ml_101i,9408,1699352,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus leschenaultii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rousettus Bat Betacoronavirus strain ML_101I,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2015.0,8.0,19.0,2013.0,7.0,22.0,,,KP895489.1
rousettus leschenaultii,rousettus bat betacoronavirus strain ml_3i,9408,1699353,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus leschenaultii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rousettus Bat Betacoronavirus strain ML_3I,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2015.0,8.0,19.0,2013.0,7.0,22.0,,,"KP895482.1, KP895483.1"
rousettus leschenaultii,rousettus bat betacoronavirus strain ml_44i,9408,1699354,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus leschenaultii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rousettus Bat Betacoronavirus strain ML_44I,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2015.0,8.0,19.0,2013.0,7.0,22.0,,,KP895485.1
rousettus leschenaultii,rousettus bat betacoronavirus strain ml_70i,9408,1699355,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus leschenaultii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rousettus Bat Betacoronavirus strain ML_70I,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2015.0,8.0,19.0,2013.0,7.0,22.0,,,KP895487.1
rousettus leschenaultii,rousettus bat betacoronavirus strain ml_7i,9408,1699356,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus leschenaultii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rousettus Bat Betacoronavirus strain ML_7I,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2015.0,8.0,19.0,2013.0,7.0,22.0,,,KP895484.1
rousettus leschenaultii,rousettus bat betacoronavirus strain ml_83i,9408,1699357,True,True,False,rousettus,pteropodidae,chiroptera,mammalia,Rousettus leschenaultii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rousettus Bat Betacoronavirus strain ML_83I,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2015.0,8.0,19.0,2013.0,7.0,22.0,,,KP895488.1
rousettus leschenaultii,rousettus bat coronavirus gccdc1,9408,2501962,True,True,True,rousettus,pteropodidae,chiroptera,mammalia,Rousettus leschenaultii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rousettus bat coronavirus GCCDC1,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,8.0,30.0,2014.0,5.0,28.0,,,"KX652379.1, KX652380.1, KX652381.1, KX652382.1, KX652383.1, KX652384.1, KX652385.1, KX652386.1, KX652387.1, KX652388.1, KX652389.1, KX652390.1, KX652391.1, KX652392.1, KX652393.1, KX652394.1, KX652395.1, KX652396.1, KX652397.1, KX652398.1, KX652399.1, KX652400.1, KX652401.1, KX652402.1"
rousettus leschenaultii,rousettus bat coronavirus hku9,9408,694006,True,True,True,rousettus,pteropodidae,chiroptera,mammalia,Rousettus leschenaultii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rousettus bat coronavirus HKU9,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,12.0,20.0,,,,,,KY010634.1
