GSE,Title,PMID,Summary,Design,Experiment_type,Platform,Contributors,Organization_name,Country,Sample,Status,Submission_date,Last_update_date
GSE185712,scRNAseq on sorted T-cells and CITE-seq on PBMCs,,Purpose: Analysis at the single cell level of the CD4+ and CD8+ Lymphocytes T extracted and PBMCs from healthy human donorMethods: Single Cell RNAseq performed using the 10X genomics platform,"Lymphocytes T mRNA profiles, and PBMC mRNA and cell surface markers profiles from healthy  Human donor",Expression profiling by high throughput sequencing,HiSeq X Ten (Homo sapiens),Libri V;Jagla B,Institut Pasteur,France,GSM5621947;GSM5621948;GSM5621949;GSM5621950;GSM5621951;GSM5621952,"Oct 11, 2023","Oct 12, 2021","Oct 11, 2023"
GSE239626,CITE-seq reveals inhibition of NF-kB pathway in B cells from vitamin D-treated multiple sclerosis patients,,"Vitamin D deficiency is a risk factor for multiple sclerosis (MS) and is correlated with disease activity and progression. Vitamin D treatment has emerged as potentially protective, even though results from randomized controlled trials are conflicting. Here, we used single-cell RNA-seq (scRNA-seq) coupled with barcoded antibodies targeting surface markers (CITE-seq) to discover candidate genes and pathways regulated in PBMC subpopulations from MS patients treated with high-dose vitamin D (n=5) or placebo (n=5). Best candidates were combined with genes involved in immune function and vitamin D metabolism for validation in a new cohort (n=8 in each group) by high-throughput qPCR (HT-qPCR) in naive CD4, Th1, Th17, Treg, naive CD8, memory and naive B cells, and MAIT cells, sorted by FACS. CITE-seq showed no significant changes in the proportions of these subpopulations in vitamin D-treated patients. Of the 92 candidate genes revealed by CITE-seq, differential expression of five genes (UXT, SNRPN, SUB1, GNLY and KLF6) was validated by HT-qPCR. CITE-seq also revealed the regulation of several pathways by vitamin D in naive and memory B cells, including MAPK, TLR and interleukin pathways, that contribute to counteract EBV-induced resistance to apoptosis through inhibition of the NF-kB pathway.","Five MS patients treated with high dose vitamin D (100,000 IU every 2 weeks for 3 months) and 5-matched MS patients treated with placebo were selected from the D-lay MS cohort (NCT01817166). Blood samples of study participants of the D-lay MS study had been previously collected in EDTA-containing tubes at D0 and M3 of treatment (placebo or vitamin D). PBMCs had been isolated by Ficoll® gradient and cryopreserved in liquid nitrogen using 4% human albumin solution + 10% DMSO medium in concentration of 5x106 cells per ml.  Cells were labeled with CITE-seq antibodies and live cells were isolated by fluorescence-activated cell sorting (FACS).",Expression profiling by high throughput sequencing,Illumina NovaSeq 6000 (Homo sapiens),Galoppin M;Rival M;Louis A;Kari S;Soldati S;Engelhardt B;Astier A;Marin P;Thouvenot E,IGF,France,GSM7669046;GSM7669047;GSM7669048;GSM7669049;GSM7669050;GSM7669051;GSM7669052;GSM7669053;GSM7669054;GSM7669055;GSM7669056;GSM7669057;GSM7669058;GSM7669059;GSM7669060;GSM7669061;GSM7669062;GSM7669063;GSM7669064;GSM7669065;GSM7669066;GSM7669067;GSM7669068;GSM7669069;GSM7669070;GSM7669071;GSM7669072;GSM7669073;GSM7669074;GSM7669075;GSM7669076;GSM7669077;GSM7669078;GSM7669079;GSM7669080;GSM7669081;GSM7669082;GSM7669083;GSM7669084;GSM7669085,"Oct 05, 2023","Jul 31, 2023","Oct 05, 2023"
GSE229406,Microenvironment-dependent growth of Sezary cells in humanized IL-15 mice [scRNA/TCR-seq],37718909,"Sezary syndrome (SS) is a rare, aggressive leukemic variant of cutaneous T cell lymphoma (CTCL) that lacks adequate therapeutic options and representative small animal models. Here we demonstrate that IL-15 is a critical CTCL growth and survival factor. Importantly, a genetically engineered immunodeficient mouse model expressing human IL-15 uniquely supported the growth of patient derived Sezary cells relative to conventional immunodeficient mouse strains. Patient derived xenograft (PDX) SS models recapacitated the pathologic features of the human disease, including skin infiltration and spread of leukemic cells to the periphery, and maintained the dependence on human IL-15 upon serial in vivo passaging. Detailed molecular characterization of the engrafted cells by single cell transcriptome analysis revealed tissue specific regulation of gene expression and distinct clonal engraftment patterns. Overall, we document an important dependence of Sezary cell survival and proliferation on IL-15 signaling and the utility of the humanized IL-15, immunodeficient mice for SS PDX model generation. Furthermore, these studies advocate for the thorough molecular understanding of the resultant PDX models to maximize their translational impact.","Data inludes 1 primary Sezary syndrome patient PBMC, 1 healthy donor PBMC. Samples were enriched for CD4+ cells and subjected to single cell RNA-seq.***Submitters declare that the raw data will not be deposited in a repository due to their data privacy policy****",Expression profiling by high throughput sequencing,Illumina NovaSeq 6000 (Homo sapiens),Jie G;Shumei R;Gabrielle C;Davor F;Jun Z;Namita G;Mickey A;Lynn M;Andrew M;Frank K,"Regeneron Pharmaceuticals, Inc",USA,GSM7162882;GSM7162883,"Sep 29, 2023","Apr 11, 2023","Oct 31, 2023"
GSE241835,"COSMOS: A Platform for real-time morphology-based, label-free cell sorting using deep learning (targeted RNA-Seq)",,"Cells are the singular building blocks of life, and comprehensive understanding of morphology among other properties is crucial to assessment of underlying heterogeneity. We developed Computational Sorting and Mapping of Single Cells (COSMOS), a platform based on Artificial Intelligence (AI) and microfluidics to characterize and sort single cells based on real-time deep learning interpretation of high-resolution brightfield images. Supervised deep learning models were applied to characterize and sort cell lines and dissociated primary tissue based on high-dimensional embedding vectors of morphology without need for biomarker labels and stains/dyes. We demonstrate COSMOS capabilities with multiple human cell lines and tissue samples. These early results suggest that our neural networks embedding space can capture and recapitulate deep visual characteristics and can be used to efficiently purify unlabeled viable cells with desired morphological traits. Our approach resolves a technical gap in ability to perform real-time deep learning assessment and sorting of cells based on high-resolution brightfield images.",Transcriptome profiling by single cell target immune response panel with the BD Rhapsody system on pre-sorted and COSMOS-sorted peripheral blood mononuclear cells (PBMCs).,Expression profiling by high throughput sequencing,Illumina MiniSeq (Homo sapiens),Salek M;Li N;Chou H;Saini K;Jovic A;Jacobs KB;Johnson C;Lu V;Lee EJ;Chang C;Nguyen P;Mei J;Pant KP;Wong-Thai AY;Smith QF;Huang S;Chow R;Cruz J;Walker J;Chan B;Musci TJ;Ashley EA;Masaeli MM,"Deepcell, Inc",USA,GSM7744281,"Sep 25, 2023","Aug 29, 2023","Sep 26, 2023"
GSE241834,"COSMOS: A Platform for real-time morphology-based, label-free cell sorting using deep learning (scRNA-Seq)",,"Cells are the singular building blocks of life, and comprehensive understanding of morphology among other properties is crucial to assessment of underlying heterogeneity. We developed Computational Sorting and Mapping of Single Cells (COSMOS), a platform based on Artificial Intelligence (AI) and microfluidics to characterize and sort single cells based on real-time deep learning interpretation of high-resolution brightfield images. Supervised deep learning models were applied to characterize and sort cell lines and dissociated primary tissue based on high-dimensional embedding vectors of morphology without need for biomarker labels and stains/dyes. We demonstrate COSMOS capabilities with multiple human cell lines and tissue samples. These early results suggest that our neural networks embedding space can capture and recapitulate deep visual characteristics and can be used to efficiently purify unlabeled viable cells with desired morphological traits. Our approach resolves a technical gap in ability to perform real-time deep learning assessment and sorting of cells based on high-resolution brightfield images.",Transcriptome profiling by single cell whole transcriptome workflow with the BD Rhapsody system on pre-sorted and COSMOS-sorted dissociated tumor cells (DTC) and peripheral blood mononuclear cells (PBMCs),Expression profiling by high throughput sequencing,Illumina MiniSeq (Homo sapiens),Salek M;Li N;Chou H;Saini K;Jovic A;Jacobs KB;Johnson C;Lu V;Lee EJ;Chang C;Nguyen P;Mei J;Pant KP;Wong-Thai AY;Smith QF;Huang S;Chow R;Cruz J;Walker J;Chan B;Musci TJ;Ashley EA;Masaeli MM,"Deepcell, Inc",USA,GSM7744276;GSM7744277;GSM7744278;GSM7744279;GSM7744280,"Sep 25, 2023","Aug 29, 2023","Sep 26, 2023"
GSE243629,A single-cell atlas of the peripheral immune response in patients with influenza A virus infection,,"Influenza A virus (IAV) continues to be a critical global health problem, especially for vulnerable populations such as children and pregnant women. While certain circulating cell subsets are thought to differentially modulate the immune response to IAV infection, the nature and function of these subsets is unclear. Our findings provide a comprehensive understanding of the cellular subtypes and molecular characteristics of PBMCs across different populations with IAV infection. By revealing significant differences in immune responses to IAV among these populations, our study could aid in the development of immune intervention measures to control IAV and improve patient outcomes.","We performed single-cell RNA sequencing (scRNA-seq) on peripheral blood mononuclear cells (PBMCs) isolated from healthy controls (HC), pregnant healthy controls (PHC), infected adults (IA), infected pregnant women (PI), and infected children (IC) using the Singleron Matrix® platform.",Expression profiling by high throughput sequencing,Illumina NovaSeq 6000 (Homo sapiens),Zhang Y;Zong L;Huang Y;Xu Y,+8617730203662,China,GSM7792037;GSM7792038;GSM7792039;GSM7792040;GSM7792041;GSM7792042;GSM7792043;GSM7792044;GSM7792045;GSM7792046;GSM7792047,"Sep 21, 2023","Sep 20, 2023","Sep 22, 2023"
GSE239915,"Single-cell epigenetic, transcriptional, and protein states of HIV-1-infected cells [scATAC-seq]",,"The heterogeneity and rarity of HIV-1-infected cells hampers effective cure strategies. We used single-cell DOGMA-seq to simultaneously capture transcription factor accessibility, transcriptome, 156 surface proteins, HIV-1 DNA, and HIV-1 RNA from six HIV-1+ individuals during viremia and after suppressive antiretroviral therapy. We identified 252 transcriptionally inactive (HIV-1 DNA+ RNA–) and 270 transcriptionally active (HIV-1 RNA+) HIV-1-infected cells from 82,549 memory CD4+ T cells. We identified increased transcription factor accessibility in HIV-1 DNA+ RNA– cells (RORC) and HIV-1 RNA+ cells (IRF and AP-1), in addition to CNC and MAF in both. Both HIV-1 DNA+ RNA– and HIV-1 RNA+ cells upregulate IKZF3 (Aiolos) that correlates with proliferation of HIV-1-infected cells. We revealed that the heterogeneous HIV-1-infected T cells comprise four distinct immune programs driven by epigenetic regulators – IRF-activation, Eomes-cytotoxic effector, AP-1-migration, and cell death. Our study revealed the single-cell epigenetic, transcriptional, and protein states of transcriptionally inactive and active HIV-1-infected cells.","Paired PBMC samples from 6 HIV-1-infected individuals from the Sabes cohort during viremia and after viral suppression and PBMC samples from 4 uninfected controls were processed for DOGMA-seq. Memory CD4+ T cells were isolated from dead-cell removed PBMC by negative selection. Purified memory CD4+ T cells from participants were each stained with uniquely barcoded TotalSeq-A hashing antibodies and pooled. Cells were stained with a panel of 154 cell surface proteins and 9 isotype controls included in TotalSeq-A Human Universal Cocktail. After staining, cells were permeabilized with 0.01% digitonin. Cells were then loaded into the 10x Genomics Chromium Controller for DOGMA-seq (3’ Single Cell 10x Multiome (ATAC + GEX) with feature barcoding). This resulted in libraries for the single cell epigenome, transcriptome, and surface proteome. Six DOGMA-seq runs from virally suppressed HIV-1 infection samples (YW1 – YW6); three DOGMA-seq runs from viremic HIV-1 infection (YW8 – YW10); one DOGMA-seq runs from uninfected controls (HD1). Supplementary file “Participant Hashtags” contains the hashtag IDs for each participant in each pooled samples.",Genome binding/occupancy profiling by high throughput sequencing,Illumina NovaSeq 6000 (Homo sapiens),Wei Y;Davenport TC;Collora JA;Ma HK;Pinto-Santini D;Lama J;Alfaro R;Duerr AC;Ho Y,Yale University,USA,GSM7677372;GSM7677373;GSM7677374;GSM7677375;GSM7677376;GSM7677377;GSM7677378;GSM7677379;GSM7677380;GSM7677381,"Sep 20, 2023","Aug 02, 2023","Sep 21, 2023"
GSE239909,"Single-cell epigenetic, transcriptional, and protein states of HIV-1-infected cells [scRNA-seq]",,"The heterogeneity and rarity of HIV-1-infected cells hampers effective cure strategies. We used single-cell DOGMA-seq to simultaneously capture transcription factor accessibility, transcriptome, 156 surface proteins, HIV-1 DNA, and HIV-1 RNA from six HIV-1+ individuals during viremia and after suppressive antiretroviral therapy. We identified 252 transcriptionally inactive (HIV-1 DNA+ RNA–) and 270 transcriptionally active (HIV-1 RNA+) HIV-1-infected cells from 82,549 memory CD4+ T cells. We identified increased transcription factor accessibility in HIV-1 DNA+ RNA– cells (RORC) and HIV-1 RNA+ cells (IRF and AP-1), in addition to CNC and MAF in both. Both HIV-1 DNA+ RNA– and HIV-1 RNA+ cells upregulate IKZF3 (Aiolos) that correlates with proliferation of HIV-1-infected cells. We revealed that the heterogeneous HIV-1-infected T cells comprise four distinct immune programs driven by epigenetic regulators – IRF-activation, Eomes-cytotoxic effector, AP-1-migration, and cell death. Our study revealed the single-cell epigenetic, transcriptional, and protein states of transcriptionally inactive and active HIV-1-infected cells.","Paired PBMC samples from 6 HIV-1-infected individuals from the Sabes cohort during viremia and after viral suppression and PBMC samples from 4 uninfected controls were processed for DOGMA-seq. Memory CD4+ T cells were isolated from dead-cell removed PBMC by negative selection. Purified memory CD4+ T cells from participants were each stained with uniquely barcoded TotalSeq-A hashing antibodies and pooled. Cells were stained with a panel of 154 cell surface proteins and 9 isotype controls included in TotalSeq-A Human Universal Cocktail. After staining, cells were permeabilized with 0.01% digitonin. Cells were then loaded into the 10x Genomics Chromium Controller for DOGMA-seq (3’ Single Cell 10x Multiome (ATAC + GEX) with feature barcoding). This resulted in libraries for the single cell epigenome, transcriptome, and surface proteome. Six DOGMA-seq runs from virally suppressed HIV-1 infection samples (YW1 – YW6); three DOGMA-seq runs from viremic HIV-1 infection (YW8 – YW10); one DOGMA-seq runs from uninfected controls (HD1). Supplementary file “Participant Hashtags” contains the hashtag IDs for each participant in each pooled samples.",Expression profiling by high throughput sequencing,Illumina NovaSeq 6000 (Homo sapiens),Wei Y;Davenport TC;Collora JA;Ma HK;Pinto-Santini D;Lama J;Alfaro R;Duerr AC;Ho Y,Yale University,USA,GSM7677223;GSM7677224;GSM7677225;GSM7677226;GSM7677227;GSM7677228;GSM7677229;GSM7677230;GSM7677231;GSM7677232,"Sep 20, 2023","Aug 02, 2023","Sep 21, 2023"
GSE239903,"Single-cell epigenetic, transcriptional, and protein states of HIV-1-infected cells [Feature_Barcoding]",,"The heterogeneity and rarity of HIV-1-infected cells hampers effective cure strategies. We used single-cell DOGMA-seq to simultaneously capture transcription factor accessibility, transcriptome, 156 surface proteins, HIV-1 DNA, and HIV-1 RNA from six HIV-1+ individuals during viremia and after suppressive antiretroviral therapy. We identified 252 transcriptionally inactive (HIV-1 DNA+ RNA–) and 270 transcriptionally active (HIV-1 RNA+) HIV-1-infected cells from 82,549 memory CD4+ T cells. We identified increased transcription factor accessibility in HIV-1 DNA+ RNA– cells (RORC) and HIV-1 RNA+ cells (IRF and AP-1), in addition to CNC and MAF in both. Both HIV-1 DNA+ RNA– and HIV-1 RNA+ cells upregulate IKZF3 (Aiolos) that correlates with proliferation of HIV-1-infected cells. We revealed that the heterogeneous HIV-1-infected T cells comprise four distinct immune programs driven by epigenetic regulators – IRF-activation, Eomes-cytotoxic effector, AP-1-migration, and cell death. Our study revealed the single-cell epigenetic, transcriptional, and protein states of transcriptionally inactive and active HIV-1-infected cells.","Paired PBMC samples from 6 HIV-1-infected individuals from the Sabes cohort during viremia and after viral suppression and PBMC samples from 4 uninfected controls were processed for DOGMA-seq. Memory CD4+ T cells were isolated from dead-cell removed PBMC by negative selection. Purified memory CD4+ T cells from participants were each stained with uniquely barcoded TotalSeq-A hashing antibodies and pooled. Cells were stained with a panel of 154 cell surface proteins and 9 isotype controls included in TotalSeq-A Human Universal Cocktail. After staining, cells were permeabilized with 0.01% digitonin. Cells were then loaded into the 10x Genomics Chromium Controller for DOGMA-seq (3’ Single Cell 10x Multiome (ATAC + GEX) with feature barcoding). This resulted in libraries for the single cell epigenome, transcriptome, and surface proteome. Six DOGMA-seq runs from virally suppressed HIV-1 infection samples (YW1 – YW6); three DOGMA-seq runs from viremic HIV-1 infection (YW8 – YW10); one DOGMA-seq runs from uninfected controls (HD1). Supplementary file “Participant Hashtags” contains the hashtag IDs for each participant in each pooled samples.",Other,Illumina NovaSeq 6000 (Homo sapiens),Wei Y;Davenport TC;Collora JA;Ma HK;Pinto-Santini D;Lama J;Alfaro R;Duerr AC;Ho Y,Yale University,USA,GSM7677086;GSM7677087;GSM7677088;GSM7677089;GSM7677090;GSM7677091;GSM7677092;GSM7677093;GSM7677094;GSM7677095,"Sep 20, 2023","Aug 02, 2023","Sep 21, 2023"
GSE218065,Single cell RNA-seq for human and bovine PBMCs stimulated with M. tuberculosis,,"We propose a custom pipeline for combining data from experiments on multispecies studies tested on data from human and bovine peripheral blood mononuclear cellssamples, stimulated with Mycobacterium tuberculosis.",PBMC samples from cattle and human were isolated using pancoll (Pan-Biotech) gradient density centrifugation following the manufacturer’s protocol and analysed using scRNAseq.,Expression profiling by high throughput sequencing,Illumina HiSeq 1500 (Homo sapiens),Papiez A,Silesian University of Technology,Poland,GSM6734046;GSM6734047;GSM6734048;GSM6734049,"Sep 15, 2023","Nov 15, 2022","Sep 15, 2023"
GSE232003,Multiomic Single Cell Evaluation Reveals Inflammatory Cytokines Affect Innate Lymphoid Cell Fate After Allogeneic Stem Cell Transplantation,,This SuperSeries is composed of the SubSeries listed below.,Refer to individual Series,Genome binding/occupancy profiling by high throughput sequencing<br/>Expression profiling by high throughput sequencing,Illumina HiSeq 4000 (Mus musculus),,University of North Carolina at Chapel Hill,USA,GSM7307971;GSM7307972;GSM7307973;GSM7307974;GSM7307975;GSM7307977;GSM7307978;GSM7307979;GSM7307980;GSM7308250;GSM7308251;GSM7308291;GSM7308292;GSM7308293;GSM7308294;GSM7308295;GSM7308296;GSM7308297;GSM7308298;GSM7308300;GSM7308301;GSM7308302;GSM7308303;GSM7308366;GSM7308367;GSM7308368;GSM7308369;GSM7308370;GSM7308371;GSM7308372;GSM7308373;GSM7308374;GSM7308375;GSM7308376;GSM7308377;GSM7308378;GSM7308380;GSM7308381,"Sep 14, 2023","May 08, 2023","Sep 15, 2023"
