RON,S.ZORB.CAL_H2.PV,S.ZORB.PDI_2102.PV,S.ZORB.PT_2801.PV,S.ZORB.FC_2801.PV,S.ZORB.TE_2103.PV,S.ZORB.TE_2005.PV,S.ZORB.PT_2101.PV,S.ZORB.PDT_2104.PV,S.ZORB.SIS_PDT_2103B.PV,S.ZORB.TC_2101.PV,S.ZORB.TE_2301.PV,S.ZORB.PT_2301.PV,S.ZORB.PC_2105.PV,S.ZORB.PC_5101.PV,S.ZORB.TC_5005.PV,S.ZORB.LC_5001.PV,S.ZORB.LC_5101.PV,S.ZORB.TE_5102.PV,S.ZORB.TE_5202.PV,S.ZORB.FC_5202.PV,S.ZORB.AT_5201.PV,S.ZORB.PT_9301.PV,S.ZORB.FT_9301.PV,S.ZORB.FT_5101.PV,S.ZORB.TE_9001.PV,S.ZORB.PT_9001.PV,S.ZORB.FT_9001.PV,S.ZORB.FT_9403.PV,S.ZORB.PT_9403.PV,S.ZORB.TE_9301.PV,S.ZORB.FT_9201.PV,S.ZORB.FT_9202.PV,S.ZORB.FT_9302.PV,S.ZORB.FT_3301.PV,S.ZORB.FT_9402.PV,S.ZORB.PT_9402.PV,S.ZORB.FT_9401.PV,S.ZORB.PT_9401.PV,S.ZORB.PDC_2502.PV,S.ZORB.FC_2501.PV
89.69,0.2515,22.804,2.5257,758.4288,426.4691,423.4097,2.4073,76.2974,565.7805,234.4482,254.7063,2.4238,5.7987,0.66,127.2352,49.9913,636.2308,34.189,33.5665,140.9198,4.8519,0.8599,298.0496,1159.2266,27.8592,0.4384,473.0251,636.2308,0.9925,226.5024,419.7787,417.8108,1924.4376,462.0611,608.1617,0.6129,113.9726,0.5306,33.8824,41.7518
89.09,0.2576,22.0456,2.5217,760.2354,427.0691,423.9892,2.4032,76.2998,570.3013,235.7989,256.1759,2.4196,5.7975,0.66,127.4675,50.0132,643.1431,33.6362,36.8744,138.6411,4.8938,0.8049,267.053,987.0972,24.6081,0.4048,478.3959,643.1431,0.9923,230.3465,422.1262,420.3517,1912.2768,383.3813,590.6846,0.6486,116.8227,0.5412,32.4119,41.4702
88.29,0.2454,22.2392,2.538,788.1506,430.3363,426.5081,2.4176,79.2552,577.0826,236.963,259.6223,2.436,5.7954,0.6599,126.7652,50.0042,683.785,28.3479,34.5924,141.8611,2.1526,0.7878,351.4725,794.5375,16.0348,0.3981,459.9793,683.785,0.9916,219.2997,416.2388,414.8669,2081.5357,371.6985,536.8853,0.6474,119.6511,0.537,34.6619,41.1646
88.49,0.2456,22.861,2.5398,748.8376,428.4779,424.6458,2.4175,79.5618,581.6035,241.0425,268.0897,2.4352,5.7907,0.6601,127.8981,49.9881,676.0675,31.5782,37.1776,142.5126,2.403,0.8706,199.2366,974.7725,21.5312,0.411,467.9898,676.0675,0.9914,209.6917,409.9981,408.4146,2197.3794,280.1169,519.8293,0.6485,111.7884,0.5388,34.4783,41.2938
88.29,0.2431,22.188,2.552,750.6655,428.9618,425.3682,2.4312,79.5981,586.1244,240.7792,252.9714,2.4487,5.7908,0.66,125.9328,50.1951,661.6089,27.5017,33.3449,141.589,2.0847,0.821,603.2129,755.0229,17.2542,0.3937,433.4656,661.6089,0.9918,200.3288,420.6986,418.3335,2120.2894,368.0986,456.3536,0.6522,116.3273,0.5409,35.2449,41.4536
88.69,0.2438,22.0476,2.5567,750.4169,428.9145,424.7643,2.4357,79.1421,592.9057,234.494,254.6353,2.4534,5.7794,0.66,127.4021,49.9658,637.1713,28.6976,34.4105,141.6158,2.4352,0.8216,521.3111,870.1448,20.988,0.5262,449.2778,637.1713,0.9921,211.2018,419.9143,418.002,1985.1545,360.0357,519.1962,0.647,117.7961,0.5375,29.5298,41.6303
88.49,0.246,22.413,2.5561,748.9079,428.7096,424.8662,2.4351,78.8365,597.4266,242.051,262.7812,2.4523,5.7753,0.66,126.9429,49.9936,632.8088,33.7259,36.754,141.0593,3.2499,0.792,591.0819,1090.1216,25.6657,0.4677,457.137,632.8088,0.9925,208.2015,428.4406,426.3935,2032.7237,406.9713,632.3355,0.6165,100.0977,0.5197,28.8382,41.4122
88.49,0.2412,22.4253,2.5637,751.045,429.384,425.6861,2.4436,78.663,601.9474,238.934,271.1095,2.4618,5.7607,0.66,127.4086,49.7417,631.289,31.0791,33.4606,142.8364,2.7672,0.8268,680.952,1023.201,21.4217,0.4078,471.3836,631.289,0.9922,204.3602,433.2548,430.9646,2039.7322,437.4984,590.6283,0.646,108.8048,0.5374,30.2237,41.759
88.39,0.2433,20.3156,2.5746,748.1102,429.6594,425.5594,2.4518,80.4761,608.7288,239.7986,262.3383,2.4702,5.7984,0.66,127.6454,50.0392,646.6334,32.2767,35.1759,140.7805,2.6239,0.8401,711.4007,984.1063,21.5503,0.3974,472.4959,646.6334,0.9919,205.8526,431.9467,429.8151,2178.3926,436.6401,573.0206,0.649,105.4521,0.5362,30.449,41.6114
88.29,0.2347,22.3778,2.5783,750.4758,427.1041,423.3846,2.4569,79.1855,613.2496,245.4628,266.4144,2.4752,5.7979,0.6596,127.2017,49.9817,631.0336,33.6546,35.1395,144.3704,2.5546,0.8524,765.9859,1165.6769,22.1383,0.4018,505.4589,631.0336,0.9921,205.2354,439.3036,436.8752,2196.9168,380.9731,590.7981,0.6453,104.5179,0.5376,28.7032,41.8044
88.29,0.2324,22.9517,2.5777,751.4401,427.449,423.9688,2.4581,78.1158,617.7705,243.4229,269.8297,2.4771,5.7957,0.66,128.7132,49.8125,629.5026,33.7417,35.5577,145.0669,3.1375,0.9275,771.5091,1170.9612,23.1148,0.4098,521.8434,629.5026,0.992,199.7427,438.1569,436.0346,2143.0123,386.7165,550.3376,0.6404,105.1535,0.5378,30.3849,41.9423
88.29,0.2347,22.0808,2.5517,748.8619,425.4189,421.7428,2.4306,79.5136,624.5518,245.935,271.6644,2.4494,5.7936,0.66,127.2833,50.7232,671.6507,33.2141,37.2805,146.442,4.1272,0.891,970.8509,1162.9536,21.3966,0.3876,535.383,671.6507,0.9905,200.8024,433.3724,431.0427,2104.9434,316.8901,494.6142,0.6309,108.4473,0.5309,43.4429,41.736
88.09,0.2479,22.2951,2.5476,750.7823,425.4163,422.32,2.4266,79.1127,629.0727,239.754,263.5729,2.4441,5.7939,0.66,126.9773,49.9847,666.6055,35.3062,33.3566,142.3926,5.5774,0.8651,856.0597,1235.0054,25.9904,0.4161,512.3259,666.6055,0.9917,195.0162,418.4556,416.0131,2172.9557,369.3694,535.4894,0.6582,105.7099,0.5364,44.8274,41.2366
87.99,0.2357,22.1618,2.5472,748.9724,428.3475,424.1324,2.4284,77.4839,633.5936,242.1816,256.6423,2.4462,5.7829,0.6601,127.5404,49.9937,666.03,30.5303,34.0089,144.6919,3.8728,0.8825,1009.4903,985.8972,18.1567,0.3912,501.6619,666.03,0.9916,200.3976,451.8675,449.6718,2040.0369,367.5826,428.6354,0.6563,104.7151,0.5273,45.2097,41.5064
88.39,0.2684,20.2136,2.4908,749.8927,426.9777,424.0331,2.3721,77.2801,640.3749,240.3941,248.9305,2.3884,5.7702,0.66,125.5978,50.0309,676.3618,30.0108,34.1763,135.3988,4.3538,0.8744,590.5471,891.6518,19.5588,0.3885,468.0371,676.3618,0.9913,204.9107,452.7651,450.7523,2574.2193,390.6597,622.1318,0.6442,103.0018,0.5283,45.2994,41.5757
88.99,0.2666,20.2382,2.4732,749.4008,429.7785,426.7046,2.3547,76.773,644.8958,239.9092,253.9974,2.3711,5.763,0.66,112.1496,50.0753,677.7691,26.2393,33.6546,136.9647,2.9152,0.8689,622.5979,657.1327,15.2449,0.3969,471.9484,677.7691,0.9907,194.4672,444.0206,441.8239,2059.1436,392.9949,509.0792,0.632,104.0714,0.5293,45.7141,41.2599
89.98,0.2748,19.2748,2.48,751.1496,428.1379,425.0596,2.3619,77.2871,649.4166,228.9676,243.7172,2.3837,5.7954,0.66,124.8162,49.9888,670.4379,28.8628,37.0583,132.6474,10.3954,0.7956,347.2049,843.0279,15.9279,0.4069,465.2161,670.4379,0.9916,207.9304,357.1307,354.7861,1544.068,341.8553,572.1595,0.6463,105.9028,0.5223,44.7736,40.8534
89.78,0.2665,20.3886,2.4918,749.2541,429.5407,426.4066,2.3711,79.1433,656.1979,243.3854,254.8781,2.3879,5.7961,0.66,126.6601,50.0471,673.0517,31.6382,36.4856,133.7752,7.0506,0.7434,170.6888,976.8497,20.4788,0.4157,451.9117,673.0517,0.9914,204.6774,310.0413,307.7777,6047.9301,463.9378,656.7271,0.608,107.4282,0.4976,45.16,45.1732
89.76,0.2685,20.0948,2.5079,750.3429,430.1198,427.4254,2.3882,78.644,660.7188,246.916,265.4508,2.4046,5.7925,0.66,126.0737,50.0157,682.7681,32.5329,31.5106,129.4966,7.5766,0.785,113.5556,1168.9766,20.5226,0.4219,473.5569,682.7681,0.9911,198.7496,256.949,256.4868,1779.0339,442.7478,620.7902,0.6212,106.4563,0.5117,42.6424,45.4461
89.86,0.2705,18.5718,2.49,750.8672,428.5928,426.1572,2.3669,80.8072,665.2397,235.6991,260.8179,2.3812,5.7948,0.66,122.4899,50.005,689.6456,28.2017,34.6857,129.4774,8.9053,0.697,313.6296,936.2593,15.7247,0.4119,458.1275,689.6456,0.991,180.6602,256.4697,254.9711,1810.1398,432.2705,540.4718,0.6332,113.6178,0.5227,42.7578,45.4328
89.78,0.2531,20.5029,2.4937,750.8078,427.2961,424.2693,2.3723,79.1655,672.021,239.9211,265.9548,2.3885,5.7949,0.66,122.8923,50.003,718.8204,30.7682,33.8348,136.8867,3.0651,0.6922,426.7193,790.4151,17.0002,0.4154,460.4167,718.8204,0.991,191.1342,283.2759,281.3774,2225.854,332.0588,543.7347,0.6106,108.3401,0.5056,46.3033,45.4745
89.58,0.2534,20.1674,2.4927,750.2959,426.9219,424.1916,2.3718,79.1284,676.5419,245.1686,266.3481,2.3864,5.7815,0.6601,122.3852,50.0439,669.3563,27.2049,32.748,134.817,4.9396,0.7311,311.8728,699.7521,14.4551,0.4235,482.1458,669.3563,0.9914,202.586,306.8727,304.9785,1976.5793,335.3396,458.2941,0.6196,104.1926,0.4948,46.8453,45.5472
89.48,0.2351,21.3658,2.492,728.8023,428.4325,424.377,2.3744,75.5991,681.0627,244.6194,274.5044,2.4171,5.777,0.66,123.0648,50.1841,621.6248,28.2656,36.9229,137.7246,2.7414,0.7768,188.3374,709.9169,19.1307,0.4445,446.2247,621.6248,0.9925,205.581,327.4699,325.4936,1703.2977,392.4946,515.0709,0.6158,101.9506,0.5109,44.7307,41.8123
89.48,0.2513,21.3554,2.502,749.1107,427.806,424.7196,2.3828,78.4697,687.8441,244.1825,289.296,2.4183,5.7673,0.6601,123.5619,50.0407,632.626,29.793,37.5446,137.7751,3.3875,0.7917,248.0333,819.0968,20.5473,0.4217,449.2456,632.626,0.9919,205.8376,297.7828,297.4347,1955.8846,410.0696,520.5286,0.6415,104.5109,0.5223,42.0776,42.0873
89.58,0.2536,21.3032,2.502,751.7797,427.1883,424.1519,2.3808,80.1138,692.3649,244.0397,275.7211,2.427,5.7644,0.66,123.2329,49.984,619.6558,29.1017,31.9411,137.3302,3.5246,0.7676,229.9617,779.9945,20.5639,0.427,437.1878,619.6558,0.992,204.176,307.4506,309.385,1949.3702,466.4464,557.5462,0.6527,105.1328,0.5339,43.483,41.4061
89.48,0.2757,21.1061,2.5266,748.2175,428.5832,425.4965,2.402,83.263,696.8858,245.1686,284.1894,2.4179,5.7972,0.66,123.3128,49.9945,622.3112,30.6693,33.3069,137.0112,4.7328,0.7928,220,828.7032,21.9406,0.426,431.5251,622.3112,0.9925,197.6071,336.7982,337.5192,1638.5838,322.8451,429.863,0.6594,104.0929,0.5276,45.763,41.7763
89.78,0.2602,20.5666,2.5214,748.9528,423.4464,420.8698,2.3997,80.6585,703.6671,242.3771,264.8991,2.4362,5.8023,0.6599,121.4724,49.7594,600.9582,28.1762,33.122,136.8055,4.9893,0.7075,217.5103,648.5079,15.2357,0.4241,457.0402,600.9582,0.9919,184.3909,371.3884,367.8792,1897.8597,354.3354,312.7523,0.6649,103.6081,0.5302,54.3626,43.5432
89.18,0.2505,19.8044,2.5423,750.2499,429.3299,425.8507,2.4156,84.8571,708.188,245.3136,260.3864,2.4316,5.7708,0.66,123.0119,49.9339,636.6345,30.313,35.7149,137.8608,3.3823,0.7331,125.4051,750.1497,17.8338,0.4356,442.6265,636.6345,0.9921,187.6568,393.3503,390.8321,1857.7708,462.8264,573.2549,0.653,112.7959,0.5263,45.8362,41.4884
89.18,0.2493,20.1098,2.5426,749.7035,429.6915,426.1562,2.4161,85.5544,712.7089,242.3074,257.5604,2.4322,5.7754,0.66,122.7011,49.9554,641.7174,30.5516,35.5784,137.5309,2.4101,0.7765,220,797.8099,18.3276,0.4354,451.5035,641.7174,0.992,194.4511,416.4439,414.3673,1796.3994,502.5194,631.7165,0.6587,108.2159,0.5336,42.8771,41.6766
89.08,0.2531,19.9662,2.5438,749.5826,427.5823,425.4691,2.4165,86.2633,719.4902,245.3348,253.4111,2.4329,5.7814,0.66,123.0252,50.0003,620.0895,31.6343,33.7241,136.1826,2.7844,0.7954,250.2324,793.6837,18.8479,0.4356,453.2567,620.0895,0.9921,205.9726,425.3386,422.2545,1880.777,356.6269,552.8075,0.6233,106.0308,0.5496,37.324,42.2069
89.08,0.2405,20.6575,2.5483,748.4778,426.1083,423.7626,2.4197,86.5483,724.011,239.4165,265.8083,2.4359,5.7636,0.66,123.3961,49.9684,644.0375,28.6621,31.5323,140.2259,5.4142,0.8124,220,782.4153,17.722,0.4257,473.2603,644.0375,0.9916,202.9423,405.3713,405.8375,1967.6046,362.5061,491.8264,0.6469,110.1666,0.5367,31.6587,42.2657
89.08,0.2522,19.6031,2.543,751.1832,427.636,425.3842,2.4142,86.2578,728.5319,240.3546,274.1736,2.4454,5.7642,0.6601,123.7517,50.0016,646.7275,33.1483,33.8178,135.5435,4.3076,0.8383,210.3693,836.9976,21.6805,0.4293,472.8836,646.7275,0.9915,208.7287,377.0694,375.3074,1899.6827,352.9637,463,0.6657,112.0322,0.5415,36.5327,41.6864
89.18,0.251,20.0847,2.5441,750.3082,427.2279,424.9774,2.415,86.9936,735.3132,245.3405,271.0809,2.4308,5.7706,0.66,124.6954,49.9488,644.8276,33.2987,38.139,135.2482,2.4184,0.8179,224.1384,902.28,23.7854,0.4254,448.3698,644.8276,0.9917,207.3253,421.7963,419.4897,1851.7525,327.6346,498.0295,0.6515,113.7948,0.5361,32.7764,42.0689
89.18,0.2579,18.8051,2.5416,748.6365,428.0912,425.6224,2.4133,86.8675,739.8341,243.7317,264.6776,2.4296,5.7765,0.66,123.9939,50.0149,642.0818,33.5409,37.5409,133.8959,2.2065,0.8292,265.877,896.1421,22.4169,0.4311,450.7817,642.0818,0.9918,209.3148,411.6833,410.2002,1772.3061,310.3527,461.7832,0.661,109.6616,0.5356,34.2294,42.2543
89.08,0.259,18.6649,2.5411,749.9197,428.0427,425.6327,2.4119,87.471,744.355,242.4711,266.5607,2.4279,5.7823,0.66,123.5445,49.9714,643.8366,32.1128,35.9136,133.9095,1.9911,0.8062,129.4894,740.4249,19.7454,0.4064,440.1793,643.8366,0.9918,202.6646,441.9184,440.533,1672.7307,342.1134,426.6777,0.6575,109.0971,0.5329,33.3027,42.4392
88.98,0.2408,20.1192,2.5467,751.4863,425.9562,423.0109,2.4192,85.5307,751.1363,241.1207,284.0524,2.4504,5.7852,0.66,124.4495,49.9568,664.5648,33.7601,35.3035,139.9194,3.585,0.8328,254.5822,886.4088,22.6722,0.4176,486.3931,664.5648,0.9908,206.4127,448.6226,447.3181,1675.6831,321.0804,427.4399,0.6595,107.9444,0.5337,33.8197,42.4459
88.59,0.252,19.0047,2.541,750.3376,426.6355,423.9017,2.4169,82.4509,760.178,245.7903,270.3988,2.4547,5.7861,0.66,122.412,49.9218,690.3993,30.0149,34.769,140.0027,3.2829,0.7894,394.907,673.0182,17.274,0.3961,489.2141,690.3993,0.9905,198.0524,463.9235,461.0897,1683.6037,322.2461,460.4281,0.6409,108.6253,0.5166,36.2315,46.8772
89.16,0.2491,20.518,2.5576,753.1165,423.9414,421.9264,2.4456,71.6192,830.2516,242.1806,281.6135,2.4575,5.7983,0.6546,126.5877,49.4472,671.4105,29.9537,33.3409,141.2511,10.0495,0.809,872.6505,701.3252,21.0582,0.4109,478.0862,671.4105,0.9904,193.8945,466.7548,463.8729,649.6376,366.1228,682.3487,0.6339,103.9031,0.5006,15.7248,48.8401
89.1,0.2493,20.5547,2.5581,752.8432,423.9955,421.9138,2.4471,70.7222,834.7725,242.3755,283.9692,2.4588,5.7981,0.6542,126.8967,49.4232,669.7781,29.9377,33.3184,141.2986,9.3608,0.8106,906.6887,706.1421,21.3548,0.411,475.2169,669.7781,0.9904,194.2355,466.406,463.5897,597.9643,363.9289,664.1956,0.6329,103.8995,0.4992,14.3901,48.9273
89.1,0.2495,20.5914,2.5587,752.5699,424.0496,421.9011,2.4486,69.8252,839.2933,242.5704,286.3249,2.4602,5.798,0.6538,127.2057,49.3991,668.1457,29.9217,33.2958,141.3462,8.672,0.8121,940.7269,710.9591,21.6514,0.4111,472.3475,668.1457,0.9905,194.5765,466.0572,463.3065,546.291,361.735,646.0424,0.6319,103.8959,0.4979,13.0553,49.0145
88.9,0.2499,20.6465,2.5595,752.1599,424.1307,421.8821,2.4509,68.4798,846.0746,242.8628,289.8585,2.4623,5.7978,0.6532,127.6692,49.3631,665.697,29.8977,33.2619,141.4175,7.6388,0.8145,991.7842,718.1845,22.0963,0.4112,468.0434,665.697,0.9906,195.0881,465.5341,462.8817,468.7811,358.4442,618.8126,0.6305,103.8905,0.4959,11.0532,49.1452
89.1,0.2501,20.6832,2.5601,751.8866,424.1848,421.8694,2.4524,67.5828,850.5955,243.0577,292.2142,2.4637,5.7977,0.6529,127.9783,49.339,664.0646,29.8817,33.2393,141.465,6.95,0.816,1025.8225,723.0014,22.393,0.4113,465.174,664.0646,0.9907,195.4291,465.1853,462.5986,417.1078,356.2503,600.6594,0.6295,103.8869,0.4945,9.7185,49.2324
89.1,0.2503,20.7199,2.5606,751.6133,424.239,421.8567,2.454,66.6858,855.1164,243.2526,294.5699,2.4651,5.7976,0.6525,128.2873,49.315,662.4322,29.8657,33.2168,141.5126,6.2612,0.8176,1059.8607,727.8184,22.6896,0.4114,462.3047,662.4322,0.9907,195.7701,464.8365,462.3154,365.4345,354.0564,582.5062,0.6286,103.8833,0.4931,8.3837,49.3196
89.1,0.2506,20.775,2.5615,751.2033,424.3201,421.8377,2.4563,65.3404,861.8977,243.545,298.1034,2.4672,5.7974,0.6519,128.7508,49.2789,659.9835,29.8417,33.1829,141.5839,5.2281,0.82,1110.918,735.0438,23.1345,0.4115,458.0006,659.9835,0.9908,196.2817,464.3134,461.8906,287.9246,350.7656,555.2764,0.6271,103.8779,0.4911,6.3816,49.4503
89.4,0.2509,20.8117,2.562,750.93,424.3742,421.825,2.4578,64.4434,866.4186,243.7399,300.4591,2.4686,5.7973,0.6515,129.0598,49.2548,658.3511,29.8257,33.1603,141.6315,4.5393,0.8215,1144.9562,739.8607,23.4311,0.4116,455.1312,658.3511,0.9909,196.6227,463.9646,461.6074,236.2513,348.5717,537.1233,0.6262,103.8743,0.4897,5.0469,49.5375
89.2,0.2511,20.8485,2.5626,750.6567,424.4283,421.8124,2.4593,63.5464,870.9395,243.9348,302.8148,2.47,5.7972,0.6511,129.3688,49.2308,656.7187,29.8097,33.1377,141.679,3.8505,0.8231,1178.9945,744.6776,23.7277,0.4117,452.2618,656.7187,0.991,196.9637,463.6158,461.3243,184.578,346.3778,518.9701,0.6252,103.8707,0.4884,3.7121,49.6246
89.1,0.2514,20.9035,2.5634,750.2467,424.5095,421.7934,2.4616,62.201,877.7208,244.2271,306.3484,2.4721,5.797,0.6506,129.8324,49.1947,654.2701,29.7857,33.1039,141.7503,2.8173,0.8255,1230.0517,751.903,24.1726,0.4119,447.9577,654.2701,0.9911,197.4753,463.0927,460.8995,107.0681,343.0869,491.7403,0.6238,103.8653,0.4863,1.71,49.7554
89.4,0.2517,20.9403,2.564,749.9734,424.5636,421.7807,2.4631,61.304,882.2416,244.4221,308.7041,2.4735,5.7969,0.6502,130.1414,49.1706,652.6376,29.7697,33.0813,141.7979,2.1285,0.827,1264.09,756.72,24.4693,0.412,445.0884,652.6376,0.9911,197.8163,462.7439,460.6163,55.3948,340.893,473.5871,0.6228,103.8617,0.485,0.3753,49.8425
88.8,0.2519,20.977,2.5645,749.7001,424.6177,421.768,2.4647,60.407,886.7625,244.617,311.0598,2.4749,5.7967,0.6498,130.4504,49.1466,651.0052,29.7537,33.0587,141.8454,1.4398,0.8286,1298.1282,761.5369,24.7659,0.4121,442.219,651.0052,0.9912,198.1574,462.3951,460.3331,3.7215,338.6991,455.4339,0.6219,103.8581,0.4836,-0.9595,49.9297
89.3,0.2347,20.8169,2.5643,749.5642,425.2019,422.0688,2.4648,59.0633,893.5438,244.8335,313.5212,2.4758,5.7795,0.65,130.2612,50.0482,645.713,29.1846,32.5996,143.8827,1.1704,0.8232,1644.2349,837.0464,24.5069,0.4085,438.6461,645.713,0.9922,196.8456,461.1572,459.0606,2107.092,322.1913,478.7733,0.6345,112.5075,0.5323,24.2884,47.6854
90.1,0.2381,21.0278,2.5662,749.6246,427.0561,424.1394,2.4668,59.0596,898.0647,245.5748,321.8177,2.4778,5.7846,0.65,129.8059,49.9227,642.9964,31.5144,34.2642,144.6101,1.2586,0.8116,1324.4629,946.5768,26.6244,0.4149,456.907,642.9964,0.9949,194.3767,458.6545,456.5111,1992.9813,320.601,504.6573,0.6413,111.3253,0.5352,20.5565,47.9227
89.6,0.2368,20.6262,2.5639,750.4881,421.0972,419.6644,2.462,60.2422,902.5856,247.3846,318.5344,2.4743,5.7033,0.65,129.6815,50.4842,639.7496,30.6846,34.0586,146.3787,2.7454,0.7928,1958.8598,787.4088,23.0518,0.4022,436.7707,639.7496,0.9902,181.8903,448.5993,446.0416,1919.9496,296.5256,377.0569,0.6396,114.2418,0.5386,38.7467,46.652
89.3,0.2387,21.6546,2.5703,749.9762,425.0077,421.3049,2.4707,59.4327,909.3669,245.1889,312.799,2.482,5.7914,0.6501,129.2725,50.0386,645.4459,28.8753,32.9686,147.7386,0.7043,0.8002,98.0435,862.4628,24.2291,0.402,456.9285,645.4459,0.9917,194.2066,448.1391,445.8885,1899.7048,312.6514,485.2724,0.6511,112.0558,0.5307,22.6824,47.8172
89.2,0.2392,21.214,2.5677,748.587,425.3507,422.0307,2.4666,60.2382,913.8877,245.1306,307.2147,2.4781,5.794,0.65,128.1261,49.9586,643.0903,31.2409,35.2039,147.2182,0.8653,0.8285,928.4223,813.5388,25.9992,0.3961,451.6422,643.0903,0.9937,195.3495,447.1371,444.8646,1991.9271,340.5293,423.0839,0.6526,116.2866,0.5278,23.5795,47.4972
89.2,0.2395,20.5617,2.5408,749.2376,423.3579,420.7487,2.4403,59.7608,918.4086,245.052,310.6395,2.4516,5.7936,0.65,131.9164,49.9629,640.8779,32.7228,36.7905,143.8301,1.412,0.8898,1322.7121,820.6711,29.0313,0.4011,439.7915,640.8779,0.9923,212.6476,447.9838,445.5179,2083.9818,340.2471,475.3307,0.6369,112.2212,0.4862,20.958,47.5717
89,0.241,20.6132,2.5397,748.8402,425.4483,422.3995,2.4359,63.302,925.19,244.931,299.2692,2.4468,5.7929,0.65,129.9945,49.8852,702.032,31.5929,34.6896,142.7869,1.5928,0.8653,1255.9051,906.4755,25.8173,0.4013,443.5853,702.032,0.9914,213.0375,449.0669,446.9557,2079.2624,343.2416,463.4491,0.6365,116.3774,0.4869,25.8605,47.2736
89,0.2394,20.4151,2.5367,749.9388,424.4888,421.9112,2.4327,63.1169,929.7109,245.0341,302.7556,2.4438,5.793,0.65,130.0988,50.0482,704.8282,29.1967,33.1795,141.9141,1.8048,0.8381,1657.132,782.9991,25.4688,0.4193,420.2227,704.8282,0.9913,214.4156,448.8883,446.6322,2124.1627,336.8332,446.5385,0.6643,116.3585,0.5115,26.3646,47.5579
89.09,0.2541,20.8887,2.5628,750.85,426.9124,424.4028,2.4588,63.038,934.2317,244.9519,311.1238,2.4703,5.7953,0.65,130.2221,49.8596,703.0925,32.3765,35.5708,142.5374,2.3139,0.8598,1127.1724,1100.5305,29.8932,0.4054,446.0376,703.0925,0.9915,213.9742,447.066,444.9849,2033.3849,350.1532,451.1083,0.609,110.5074,0.5157,25.4661,47.5503
88.59,0.2415,20.5339,2.5383,751.0067,425.8309,423.8507,2.4335,64.0276,941.013,244.9592,305.1965,2.4447,5.796,0.65,129.8808,50.0086,706.5713,28.5312,33.1548,140.8448,3.0672,0.8251,30.5778,848.8216,26.7793,0.4038,435.3323,706.5713,0.9912,219.1789,449.1113,447.253,1978.4203,275.4995,477.6404,0.619,114.7301,0.5241,27.9488,47.2604
88.6,0.2447,20.6853,2.5422,750.0148,424.4232,421.52,2.4372,64.4563,945.5339,245.0028,296.89,2.4486,5.7973,0.65,130.4197,50.0237,706.3693,32.0726,34.697,144.0928,2.003,0.8349,1095.548,936.0829,30.4553,0.3834,440.055,706.3693,0.9911,210.5414,447.405,445.6869,2064.5165,348.3043,448.5934,0.6148,112.3396,0.5208,27.3493,47.6268
88.8,0.2403,21.3251,2.5428,749.5724,427.4711,425.6446,2.4379,64.1433,950.0548,245.1341,287.1621,2.4491,5.7967,0.65,129.7557,49.9736,708.05,31.6491,33.9869,143.3848,3.3231,0.7643,1532.9865,983.1895,26.8382,0.3799,480.7249,708.05,0.9893,198.3055,444.7264,441.746,1877.9147,274.4782,514.1556,0.5966,118.4715,0.5065,25.7219,47.6316
89.02,0.2477,20.6362,2.5389,749.5287,425.0551,422.7496,2.4352,63.7261,956.8361,244.8008,299.6057,2.4462,5.7979,0.656,130.452,50.0057,640.3718,32.1221,33.9816,142.1103,2.5859,0.7961,591.5997,929.8145,29.4149,0.391,435.391,640.3718,0.9926,215.4268,444.7106,443.5951,1954.1665,377.4051,519.9562,0.6232,116.8737,0.5292,27.0637,47.6666
89.28,0.2357,20.995,2.5601,750.4986,421.9928,419.0809,2.4561,64.1982,961.357,245.4666,297.5153,2.4678,5.7847,0.656,124.2242,50.1096,634.9669,29.6872,33.2048,142.3795,1.897,0.8032,428.1019,816.1535,25.7864,0.3669,435.8496,634.9669,0.992,202.4662,445.6827,444.5078,1876.0618,348.5041,406.8007,0.6281,120.1751,0.5295,29.0933,47.4047
88.99,0.2375,20.2295,2.5565,749.0868,424.5482,422.2974,2.4548,61.327,965.8778,245.0868,307.2155,2.4657,5.7634,0.6501,127.6019,50.1227,613.7901,32.6257,34.7701,141.1545,2.9616,0.8223,261.2105,899.949,30.5755,0.3743,447.6504,613.7901,0.9931,201.2143,443.6137,442.1105,1971.2955,400.6312,571.0224,0.6202,117.0208,0.5289,24.9024,47.8242
89.08,0.2385,20.6389,2.5597,749.7522,423.5633,420.876,2.4578,61.5498,972.6592,245.064,301.8658,2.4697,5.7674,0.65,125.9494,50.0104,615.6291,32.0984,35.438,143.4681,2.7703,0.8482,743.1901,949.4953,29.272,0.4062,463.6478,615.6291,0.9933,208.1972,441.946,440.6401,2040.552,320.9017,496.8575,0.6123,113.8106,0.5158,26.9068,47.6634
88.89,0.2405,20.0815,2.5557,750.8081,423.3072,420.7221,2.4531,62.1417,977.18,245.0499,302.9088,2.465,5.774,0.65,125.7989,50.0752,614.6157,31.492,35.0425,141.062,1.9873,0.8477,471.113,871.349,29.4796,0.3832,434.991,614.6157,0.993,204.515,441.0304,439.6368,2137.8765,391.7868,563.0307,0.6076,113.4784,0.514,26.9905,47.4301
